"ID","RawBarcode","OrderedForInvoiceCode","OrderedForInvoiceDateStamp","OrderedForInvoiceTimeStamp","Spiff","SpiffEndDate","SpiffStartDate","POLineTimeStamp","PODateStamp","DateReserved","Notes","OriginalCost","FreightAmount","FreightInvoiceNumber","ResizePicture","PicturePath","StandardCost","ReserveExclusive","SerialTypeCode","UniqueSellPrice","Discount1","Discount2","Discount3","Discount4","Discount5","Discount6","Discount7","Discount8","Discount9","Discount10","ReserveExclusiveCommentCode","TagPrice","Discount1Method","Discount2Method","Discount3Method","Discount4Method","Discount5Method","Discount6Method","Discount7Method","Discount8Method","Discount9Method","Discount10Method","Discount1Rate","Discount2Rate","Discount3Rate","Discount4Rate","Discount5Rate","Discount6Rate","Discount7Rate","Discount8Rate","Discount9Rate","Discount10Rate","SupplierCode","DyeLot","DoNotService","Available","BinLocationCode","Code","Cost","DateReceived","Features","FloorPlan","FloorPlanDueDate","InvLineDateStamp","InvLineTimeStamp","InvoiceCode","LocationCode","ModelCode","POCode","RunNumber","Status","SupplierInvoice","TrustDocument","TrustDocumentLine"
"127131","","R00015699","2026-09-09 00:00:00","16:45:41:683","","","","16:55:43:706","2026-06-16 00:00:00","2026-09-14 00:00:00","","242.0000","0.0000","","","","242.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","WESTYE","","False","True","PULL1","00002","242.0000","2026-07-02 00:00:00","","","","2026-09-09 00:00:00","16:45:41:683","R00015699","","7043090","X142","","Taken","90548939","","0"
"127255","","S00063457","2025-10-06 00:00:00","09:50:28:687","","","","17:47:33:944","2026-07-01 00:00:00","2026-07-09 00:00:00","","582.8000","0.0000","","","","620.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","ALMO","","False","True","PULL1","1055822BAE","582.8000","2026-07-09 00:00:00","","","","2025-10-06 00:00:00","09:50:28:687","S00063457","","AK8134BS","38791","","Taken","MM25680","","0"
"127258","","S00063457","2025-10-06 00:00:00","09:52:40:681","","","","17:47:41:134","2026-07-01 00:00:00","2026-07-09 00:00:00","","1934.5200","0.0000","","","","2058.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","ALMO","","False","True","PULL1","1330905JAG","1934.5200","2026-07-09 00:00:00","","","","2025-10-06 00:00:00","09:52:40:681","S00063457","","PRRD24C2AP","38791","","Taken","MM25680","","0"
"127260","","S00063457","2025-10-06 00:00:00","09:52:58:231","","","","17:47:53:823","2026-07-01 00:00:00","2026-07-09 00:00:00","","1321.6400","0.0000","","","","1406.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","ALMO","","False","True","PULL1","1331001JAG","1321.6400","2026-07-09 00:00:00","","","","2025-10-06 00:00:00","09:52:58:231","S00063457","","PRW24C02CPG","38791","","Taken","MM25680","","0"
"127356","","S00063457","2026-01-29 00:00:00","16:34:50:555","","","","22:59:40:819","2026-03-16 00:00:00","2026-07-16 00:00:00","","2720.0000","0.0000","","","","2720.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","WESTYE","","False","True","PULL1","26061320015325","2720.0000","2026-07-16 00:00:00","","","","2026-01-29 00:00:00","16:34:50:555","S00063457","","SRCP035A-1SU","38018","","Taken","90572357","","0"
"127373","","AC00010530","2026-07-16 00:00:00","18:20:38:677","0.0000","","","08:23:47:112","2026-07-10 00:00:00","","AC Jose is taking for his job 07/22/26- ogg AC00010530","244.0000","0.0000","","False","","244.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","WESTYE","","False","True","CONT1-C","00012","244.0000","2026-07-16 00:00:00","","","","2026-07-16 00:00:00","18:20:38:677","AC00010530","","MD10TU","38855","","Taken","90572368","","0"
"127414","","R00015563","2026-08-24 00:00:00","12:50:07:361","0.0000","","","16:43:08:886","2026-07-15 00:00:00","2026-09-03 00:00:00","","1105.4400","0.0000","","False","","1176.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","ALMO","","False","True","PULL1","2016696JAG","1105.4400","2026-07-20 00:00:00","","","","2026-08-24 00:00:00","12:50:07:361","R00015563","","PRB24C01CG","38899","","Taken","MM45390","","0"
"127549","","R00015699","2026-09-09 00:00:00","16:46:06:748","","","","14:59:46:464","2026-07-21 00:00:00","2026-09-09 00:00:00","","28.0500","0.0000","","","","33.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","WP001","","False","True","PULL1","00101","28.0500","2026-07-27 00:00:00","","","1899-12-30 00:00:00","2026-09-09 00:00:00","16:46:06:748","R00015699","","F2WC9I1","38929","1","Taken","8113210817","","0"
"127753","","R00015699","2026-09-09 00:00:00","16:44:59:167","","","","16:54:46:867","2026-06-16 00:00:00","2026-09-14 00:00:00","","4680.0000","0.0000","","","","4680.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","WESTYE","","False","True","PULL1","40000745","4680.0000","2026-07-30 00:00:00","","","","2026-09-09 00:00:00","16:44:59:167","R00015699","","DEU1550IP/R","X142","","Taken","90595420","","0"
"127811","","R00015757","2026-09-17 00:00:00","14:06:31:090","","","","23:29:10:141","2026-07-26 00:00:00","2026-09-17 00:00:00","","626.0000","0.0000","","","","961.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","WP001","","False","True","PULL1","FF3001053","626.0000","2026-07-31 00:00:00","","","","2026-09-17 00:00:00","14:06:31:090","R00015757","","KDTS434SPS","39001","1","Taken","8113349046","","0"
"127832","","R00015682","2026-09-08 00:00:00","11:17:40:585","","","","23:29:10:141","2026-07-26 00:00:00","2026-09-18 00:00:00","","626.0000","0.0000","","","","961.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","WP001","","False","True","PULL1","FF2901555","626.0000","2026-08-04 00:00:00","","","1899-12-30 00:00:00","2026-09-08 00:00:00","11:17:40:585","R00015682","","KDTS434SPS","39001","1","Taken","8113407586","","0"
"127868","","S00062666","2025-05-29 00:00:00","08:06:48:720","","","","10:24:46:734","2026-07-28 00:00:00","2026-08-06 00:00:00","","1090.0000","0.0000","","","","1268.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","WESTYE","","False","True","PULL1","22454559","1090.0000","2026-08-06 00:00:00","","","","2025-05-29 00:00:00","08:06:48:720","S00062666","","PL462212","38974","","Taken","90607602","","0"
"127914","","AC00010557","2026-08-04 00:00:00","07:57:46:311","","","","15:02:47:45","2026-08-04 00:00:00","2026-08-06 00:00:00","","210.0100","0.0000","","","","194.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","TRANE","","False","True","","263011108D","210.0100","2026-08-06 00:00:00","","","","2026-08-04 00:00:00","07:57:46:311","AC00010557","06","FIAOPTN001A","39061","","Taken","70134141","","0"
"128014","","R00015680","2026-09-08 00:00:00","11:21:24:457","","","","18:14:24:899","2026-08-03 00:00:00","2026-09-08 00:00:00","","1527.0200","0.0000","","","","1574.2500","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","MIELE","","False","True","PULL1","211009264","1527.0200","2026-08-12 00:00:00","","","1899-12-30 00:00:00","2026-09-08 00:00:00","11:21:24:457","R00015680","","11695340","39050","","Taken","2366782739","","0"
"128033","","S00064805","2026-08-10 00:00:00","09:16:26:807","","","","10:00:46:495","2026-08-11 00:00:00","2026-08-13 00:00:00","","66.0000","0.0000","","","","66.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","WESTYE","","False","True","PULL1","00008","66.0000","2026-08-13 00:00:00","","","","2026-08-10 00:00:00","09:16:26:807","S00064805","","9022609","39102","","Taken","90618584","","0"
"128045","","S00063457","2025-10-06 00:00:00","10:18:36:350","","","","09:50:13:174","2026-08-07 00:00:00","2026-09-04 00:00:00","","595.0000","0.0000","","","","652.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","LGEUS","","False","True","PULL1","512MWVC03943","595.0000","2026-08-13 00:00:00","","","1899-12-30 00:00:00","2025-10-06 00:00:00","10:18:36:350","S00063457","","WM4000HWA","39084","","Taken","IN29264766","","0"
"128046","","R00015679","2026-09-08 00:00:00","09:36:14:659","","","","09:50:13:174","2026-08-07 00:00:00","2026-09-08 00:00:00","","595.0000","0.0000","","","","652.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","LGEUS","","False","True","PULL1","512MWBL03941","595.0000","2026-08-13 00:00:00","","","1899-12-30 00:00:00","2026-09-08 00:00:00","09:36:14:659","R00015679","","WM4000HWA","39084","","Taken","IN29264766","","0"
"128051","","S00063457","2025-10-06 00:00:00","10:18:19:086","0.0000","","","14:54:49:567","2026-08-06 00:00:00","2026-09-04 00:00:00","","1234.0000","0.0000","","False","","1329.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","LGEUS","","False","True","PULL1","508TNTQ43737","1234.0000","2026-08-13 00:00:00","","","","2025-10-06 00:00:00","10:18:19:086","S00063457","","WKEX200HWA","39079","","Taken","IN29264764","","0"
"128120","","AC00010564-1","2026-08-19 00:00:00","16:07:44:058","","","","15:18:55:163","2026-08-11 00:00:00","","","198.6200","0.0000","","","","183.4800","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","TRANE","","False","True","T","00057","198.6200","2026-08-13 00:00:00","","","1899-12-30 00:00:00","2026-08-19 00:00:00","16:07:44:058","AC00010564-1","06","EQBFM235A1AH11","39108","0","Taken","70150918","","0"
"128126","","AC00010564-1","2026-08-25 00:00:00","08:11:59:424","","","","15:17:34:306","2026-08-11 00:00:00","","","672.3900","0.0000","","","","621.1500","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","TRANE","","False","True","T","2619K813RX","672.3900","2026-08-13 00:00:00","","","1899-12-30 00:00:00","2026-08-25 00:00:00","08:11:59:424","AC00010564-1","06","TLINK360A2VVUI","39108","","Taken","70150918","","0"
"128127","","AC00010565-1","2026-08-23 00:00:00","09:02:04:581","","","","16:50:32:667","2026-08-13 00:00:00","2026-08-24 00:00:00","","200.2600","0.0000","","","","189.6300","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","TRANE","","False","True","","2606B2AN7X","200.2600","2026-08-14 00:00:00","","","","2026-08-23 00:00:00","09:02:04:581","AC00010565-1","06","BAYEA2315BK1A","39108","A","Taken","70150918","","0"
"128166","","R00015162-1","2026-07-13 00:00:00","12:31:19:526","","","","22:18:22:859","2026-08-11 00:00:00","2026-08-18 00:00:00","","160.0000","0.0000","","","","160.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","GEC","","False","True","PULL1","SRMD168423G","160.0000","2026-08-18 00:00:00","","","","2026-07-13 00:00:00","12:31:19:526","R00015162-1","","GFR0728PTDS","39113","","Taken","186693501","","0"
"128167","","R00015162-1","2026-07-13 00:00:00","12:30:01:091","","","","22:18:22:858","2026-08-11 00:00:00","2026-08-18 00:00:00","","160.0000","0.0000","","","","160.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","GEC","","False","True","PULL1","SPMD168425G","160.0000","2026-08-18 00:00:00","","","","2026-07-13 00:00:00","12:30:01:091","R00015162-1","","GFR0728PTDS","39113","","Taken","186693501","","0"
"128169","","S00063457","2025-10-06 00:00:00","09:54:51:141","","","","10:24:15:487","2026-07-23 00:00:00","2026-08-18 00:00:00","","1499.0000","0.0000","","","","1499.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","GEC","","False","True","PULL1","SWGD700803","1499.0000","2026-08-18 00:00:00","","","","2025-10-06 00:00:00","09:54:51:141","S00063457","","GBE17HYRFS","38942","","Taken","186693498","","0"
"128191","","R00015721","2026-09-12 00:00:00","13:29:36:699","","","","12:02:03:052","2026-06-30 00:00:00","2026-09-12 00:00:00","","1850.0000","0.0000","","","","1850.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","WP001","","False","True","PULL1","UF2903435","1850.0000","2026-08-18 00:00:00","","","","2026-09-12 00:00:00","13:29:36:699","R00015721","","KUID518SPS","38774","00","Taken","8113654814","","0"
"128244","","AC00010564-1","2026-08-19 00:00:00","16:05:57:787","","","","16:13:27:171","2026-08-19 00:00:00","2026-08-20 00:00:00","","5098.4500","0.0000","","","","4709.8800","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","TRANE","","False","True","T","26283271JF","5098.4500","2026-08-20 00:00:00","","","","2026-08-19 00:00:00","16:05:57:787","AC00010564-1","06","5TWV8X48A1000","39159","B","Taken","70168508","","0"
"128245","","AC00010564-1","2026-08-19 00:00:00","16:05:57:789","","","","16:14:06:348","2026-08-19 00:00:00","2026-08-20 00:00:00","","200.2600","0.0000","","","","189.6300","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","TRANE","","False","True","T","2602B2DSYX","200.2600","2026-08-20 00:00:00","","","","2026-08-19 00:00:00","16:05:57:789","AC00010564-1","06","BAYEA2315BK1A","39159","A","Taken","70168508","","0"
"128261","","S00064791","2026-08-05 00:00:00","15:01:13:649","","","","17:03:02:275","2026-08-05 00:00:00","2026-08-25 00:00:00","","75.0000","0.0000","","","","75.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","WP001","","False","True","PULL1","00013","75.0000","2026-08-25 00:00:00","","","","2026-08-05 00:00:00","15:01:13:649","S00064791","","MTK2227PZ","39071","00","Taken","8113770928","","0"
"128285","","AC00010557","2026-08-04 00:00:00","07:51:44:387","","","","15:02:31:971","2026-08-04 00:00:00","2026-08-26 00:00:00","","725.2800","0.0000","","","","670.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","TRANE","","False","True","T","263411626L","725.2800","2026-08-26 00:00:00","","","","2026-08-04 00:00:00","07:51:44:387","AC00010557","06","FIAEHWB318A","39061","A","Taken","70167695","","0"
"128317","","R00015670","2026-09-05 00:00:00","12:23:57:547","","","","21:34:40:889","2026-08-11 00:00:00","2026-09-05 00:00:00","","906.9500","0.0000","","","","1151.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","GEC","","False","True","PULL1","SNRD137986Q","906.9500","2026-08-26 00:00:00","","","1899-12-30 00:00:00","2026-09-05 00:00:00","12:23:57:547","R00015670","","PHS700AYFS","39112","","Taken","186794821","","0"
"128329","","S00064706-3","2026-07-20 00:00:00","15:45:39:805","","","","10:05:35:181","2026-07-28 00:00:00","2026-08-27 00:00:00","","94.0000","0.0000","","","","94.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","WESTYE","","False","True","PULL1","00003","94.0000","2026-08-27 00:00:00","","","","2026-07-20 00:00:00","15:45:39:805","S00064706-3","","9056786","38972","","Taken","90642452","","0"
"128344","","S00064706-3","2026-07-20 00:00:00","15:45:51:777","","","","10:05:28:620","2026-07-28 00:00:00","2026-08-27 00:00:00","","0.0100","0.0000","","","","0.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","WESTYE","","False","True","PULL1","00007","0.0100","2026-08-27 00:00:00","","","","2026-07-20 00:00:00","15:45:51:777","S00064706-3","","828439","38972","","Taken","90642452","","0"
"128363","","AC00010564-1","2026-08-19 00:00:00","16:05:57:788","","","","16:13:48:849","2026-08-19 00:00:00","2026-08-27 00:00:00","","2665.1800","0.0000","","","","2462.0500","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","TRANE","","False","True","T","26261PBW1V","2665.1800","2026-08-27 00:00:00","","","","2026-08-19 00:00:00","16:05:57:788","AC00010564-1","06","5TAMXD06AV41D","39159","B","Taken","70183788","","0"
"128381","","R00015699","2026-09-09 00:00:00","16:46:06:358","","","","12:42:33:716","2026-08-19 00:00:00","2026-09-09 00:00:00","","1813.0000","0.0000","","","","1813.0000","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","WP001","","False","True","PULL1","UF3104665","1813.0000","2026-08-28 00:00:00","","","1899-12-30 00:00:00","2026-09-09 00:00:00","16:46:06:358","R00015699","","KUIX515SPS","38335","00","Taken","8113835108","","0"
"128405","","AC00010565-1","2026-08-23 00:00:00","09:02:04:580","","","","16:35:49:157","2026-08-24 00:00:00","2026-09-01 00:00:00","","2665.1700","0.0000","","","","2462.0500","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","TRANE","","False","True","","26335M0Y1V","2665.1700","2026-09-01 00:00:00","","","","2026-08-23 00:00:00","09:02:04:580","AC00010565-1","06","5TAMXD06AV41D","39179","B","Taken","70193407","","0"
"128406","","AC00010565-1","2026-08-23 00:00:00","09:02:41:335","","","","16:30:53:413","2026-08-24 00:00:00","2026-09-01 00:00:00","","140.7300","0.0000","","","","133.2500","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","TRANE","","False","True","T","2625B2CP8X","140.7300","2026-09-01 00:00:00","","","","2026-08-23 00:00:00","09:02:41:335","AC00010565-1","06","BAYEA1305BK1A","39179","A","Taken","70193407","","0"
"128408","","AC00010565-1","2026-08-23 00:00:00","09:02:04:583","","","","16:32:48:514","2026-08-24 00:00:00","","","198.6200","0.0000","","","","183.4800","False","ALL","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","","0.0000","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","Dollar","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","TRANE","","False","True","","00059","198.6200","2026-09-01 00:00:00","","","","2026-08-23 00:00:00","09:02:04:583","AC00010565-1","06","EQBFM235A1AH11","39179","1","Taken","70193407","","0"
