"COLUMN_NAME","TYPE_NAME","COLUMN_SIZE","ORDINAL_POSITION","Denied"
"SvcRepairCode1","VARCHAR",,,"False"
"Tax3Percentage","NUMERIC",,,"False"
"Priority","VARCHAR",,,"False"
"SvcRepairCode4","VARCHAR",,,"False"
"SvcRepairCode3","VARCHAR",,,"False"
"SvcRepairCode2","VARCHAR",,,"False"
"Qualification","VARCHAR",,,"False"
"Void","BIT",,,"False"
"Financed","BIT",,,"False"
"ID","INTEGER",,,"False"
"SoldToSuite","VARCHAR",,,"False"
"BillToSuite","VARCHAR",,,"False"
"SoldToCityCode","VARCHAR",,,"False"
"ContractCode","VARCHAR",,,"False"
"EDIDateStamp","DATE",,,"False"
"DispatchUnits","INTEGER",,,"False"
"TimeFinished","VARCHAR",,,"False"
"DispatchStartTime","VARCHAR",,,"False"
"PrintMethod","VARCHAR",,,"False"
"EDITimeStamp","VARCHAR",,,"False"
"TimeModified","VARCHAR",,,"False"
"UserPosted","VARCHAR",,,"False"
"UserFinished","VARCHAR",,,"False"
"SvcContract","VARCHAR",,,"False"
"TimeCreated","VARCHAR",,,"False"
"ShipMethod","VARCHAR",,,"False"
"UpdateHistoryWarranty","BIT",,,"False"
"BillToPreferredContact","VARCHAR",,,"False"
"BABuilderInvoiceCode","VARCHAR",,,"False"
"BABuilderCustomerCode","VARCHAR",,,"False"
"AVBHubStatus","VARCHAR",,,"False"
"ClaimWorksStatus","VARCHAR",,,"False"
"BACustomerInvoiceCode","VARCHAR",,,"False"
"BACustomerCustomerCode","VARCHAR",,,"False"
"PAIBookingID","VARCHAR",,,"False"
"InFulfillment","BIT",,,"False"
"TTRJurisdictionCode","VARCHAR",,,"False"
"sysModified","TIMESTAMP",,,"False"
"DeliveryOverridden","BIT",,,"False"
"OverrideTTR","BIT",,,"False"
"Tax2MaxPerPiece","BIT",,,"False"
"ClaimWorksSentDate","DATE",,,"False"
"BillToLastName","VARCHAR",,,"False"
"BillToFirstName","VARCHAR",,,"False"
"BillToEmail","VARCHAR",,,"False"
"BillToState","VARCHAR",,,"False"
"BillToPhone2","VARCHAR",,,"False"
"BillToPhone1","VARCHAR",,,"False"
"BillToCode","VARCHAR",,,"False"
"AVBWrittenTimeSent","VARCHAR",,,"False"
"AVBWrittenDateSent","DATE",,,"False"
"DisableCTPPayment","BIT",,,"False"
"BillToCity","VARCHAR",,,"False"
"BillToAddress2","VARCHAR",,,"False"
"BillToAddress1","VARCHAR",,,"False"
"sysCreated","TIMESTAMP",,,"False"
"SvcSoldList","NUMERIC",,,"False"
"SvcCSRInvoice","VARCHAR",,,"False"
"RequestedDate","DATE",,,"False"
"SvcScheduleDate","DATE",,,"False"
"SvcFollowUpDate","DATE",,,"False"
"SvcSoldSTDCost","NUMERIC",,,"False"
"EDIMaroline","BIT",,,"False"
"CreditStatusCode","VARCHAR",,,"False"
"Department","VARCHAR",,,"False"
"WebOrderID","VARCHAR",,,"False"
"CreditApprovedTimeStamp","VARCHAR",,,"False"
"CreditApprovedDateStamp","DATE",,,"False"
"CreditApprovedUserCode","VARCHAR",,,"False"
"Tax2MaxAmount","NUMERIC",,,"False"
"PodiumOptOut","BIT",,,"False"
"PickUpBranchCode","VARCHAR",,,"False"
"TTRTaxCalculated","BIT",,,"False"
"AVBSaleTimeSent","VARCHAR",,,"False"
"AVBSaleDateSent","DATE",,,"False"
"SignCustmizedFields","VARCHAR",,,"False"
"TimePosted","VARCHAR",,,"False"
"MinDepositPercent","NUMERIC",,,"False"
"SoldToDeclineEmail","BIT",,,"False"
"EDIWhirlpool","BIT",,,"False"
"DatePosted","DATE",,,"False"
"DateFinished","DATE",,,"False"
"UnitModifier","INTEGER",,,"False"
