"TABLE_SCHEM","TABLE_NAME","TABLE_TYPE"
"SQLUser","InvPrintForm","TABLE"
"SQLUser","InvPrintFormConfig","TABLE"
"SQLUser","InvType","TABLE"
"SQLUser","InvTypeBranchMinDeposit","TABLE"
"SQLUser","InvTypeDepartment","TABLE"
"SQLUser","InvTypeMiscTypesForInvoiceGM","TABLE"
"SQLUser","InvTypeMiscTypesForModelGM","TABLE"
"SQLUser","InvTypeSalesDivision","TABLE"
"SQLUser","InvTypeSerialType","TABLE"
"SQLUser","InventoryDivision","TABLE"
"SQLUser","InventoryType","TABLE"
"SQLUser","Invoice","TABLE"
"SQLUser","InvoiceAddress","TABLE"
"SQLUser","InvoiceArchive","TABLE"
"SQLUser","InvoiceArchiveAddress","TABLE"
"SQLUser","InvoiceArchiveComment","TABLE"
"SQLUser","InvoiceArchiveItem","TABLE"
"SQLUser","InvoiceArchiveLabor","TABLE"
"SQLUser","InvoiceArchiveMisc","TABLE"
"SQLUser","InvoiceArchiveModel","TABLE"
"SQLUser","InvoiceArchiveModelListPrices","TABLE"
"SQLUser","InvoiceArchiveNote","TABLE"
"SQLUser","InvoiceArchivePackage","TABLE"
"SQLUser","InvoiceArchivePayment","TABLE"
"SQLUser","InvoiceArchivePaymentSignature","TABLE"
"SQLUser","InvoiceArchivePaymentTxRequestData","TABLE"
"SQLUser","InvoiceArchivePaymentTxResponseData","TABLE"
"SQLUser","InvoiceArchiveSerial","TABLE"
"SQLUser","InvoiceArchiveSignature","TABLE"
"SQLUser","InvoiceArchiveTable1","TABLE"
"SQLUser","InvoiceArchiveTable2","TABLE"
"SQLUser","InvoiceArchiveTax","TABLE"
"SQLUser","InvoiceArchiveTaxCode","TABLE"
"SQLUser","InvoiceArchiveWarranty","TABLE"
"SQLUser","InvoiceArchiveWarrantyDetail","TABLE"
"SQLUser","InvoiceAudit","TABLE"
"SQLUser","InvoiceAuditLog","TABLE"
"SQLUser","InvoiceComment","TABLE"
"SQLUser","InvoiceContacts","TABLE"
"SQLUser","InvoiceDocument","TABLE"
"SQLUser","InvoiceIntegrationLog","TABLE"
"SQLUser","InvoiceItem","TABLE"
"SQLUser","InvoiceLabor","TABLE"
"SQLUser","InvoiceMisc","TABLE"
"SQLUser","InvoiceModel","TABLE"
"SQLUser","InvoiceModelListPrices","TABLE"
"SQLUser","InvoiceNote","TABLE"
"SQLUser","InvoicePackage","TABLE"
"SQLUser","InvoicePayment","TABLE"
"SQLUser","InvoicePaymentEHPReceipt","TABLE"
"SQLUser","InvoicePaymentEHPRequestData","TABLE"
"SQLUser","InvoicePaymentEPAReceipt","TABLE"
"SQLUser","InvoicePaymentEPARequestData","TABLE"
"SQLUser","InvoicePaymentEPPReceipt","TABLE"
"SQLUser","InvoicePaymentEPPRequestData","TABLE"
"SQLUser","InvoicePaymentMONReceipt","TABLE"
"SQLUser","InvoicePaymentMONRequestData","TABLE"
"SQLUser","InvoicePaymentSignature","TABLE"
"SQLUser","InvoicePaymentTxRequestData","TABLE"
"SQLUser","InvoicePaymentTxResponseData","TABLE"
"SQLUser","InvoicePaymentVIPReceipt","TABLE"
"SQLUser","InvoicePaymentVIPRequestData","TABLE"
"SQLUser","InvoicePostingHistory","TABLE"
"SQLUser","InvoicePostingHistoryDetail","TABLE"
"SQLUser","InvoicePrintAudit","TABLE"
"SQLUser","InvoiceRelations","TABLE"
"SQLUser","InvoiceReturns","TABLE"
"SQLUser","InvoiceSerial","TABLE"
"SQLUser","InvoiceSignature","TABLE"
"SQLUser","InvoiceSignatureContract","TABLE"
"SQLUser","InvoiceSpecialOrderSerialAuditTrail","TABLE"
"SQLUser","InvoiceTable1","TABLE"
"SQLUser","InvoiceTable2","TABLE"
"SQLUser","InvoiceTax","TABLE"
"SQLUser","InvoiceTaxCode","TABLE"
"SQLUser","InvoiceViewAudit","TABLE"
"SQLUser","InvoiceWarranty","TABLE"
"SQLUser","InvoiceWarrantyDetail","TABLE"
"SQLUser","InvoiceWebOrder","TABLE"
"SQLUser","InvoiceWebOrderInstall","TABLE"
"SQLUser","InvoiceWebOrderLabor","TABLE"
"SQLUser","InvoiceWebOrderMisc","TABLE"
"SQLUser","InvoiceWebOrderModel","TABLE"
"SQLUser","InvoiceWebOrderPayment","TABLE"
"SQLUser","InvoiceWebOrderWty","TABLE"
"SQLUser","InvoiceWebOrderWtyModelLines","TABLE"
"SQLUser","Item","TABLE"
"SQLUser","ItemAudit","TABLE"
"SQLUser","ItemBC","TABLE"
"SQLUser","ItemDelete","TABLE"
"SQLUser","ItemDocument","TABLE"
"SQLUser","ItemImage","TABLE"
"SQLUser","ItemImageLog","TABLE"
"SQLUser","ItemListPrice","TABLE"
"SQLUser","ItemListPriceDelete","TABLE"
"SQLUser","ItemLocation","TABLE"
"SQLUser","ItemLocationDelete","TABLE"
"SQLUser","ItemLocationImage","TABLE"
"SQLUser","ItemNote","TABLE"
"SQLUser","ItemOpenInvoiceImage","TABLE"
"SQLUser","ItemPhysicalAudit","TABLE"
"SQLUser","ItemPicture","TABLE"
"SQLUser","ItemPriceList","TABLE"
"SQLUser","ItemSales","TABLE"
"SQLUser","ItemTransfer","TABLE"
"SQLUser","ItemWirelessPhysical","TABLE"
"SQLUser","JobStatus","TABLE"
"SQLUser","JobStatusDepartment","TABLE"
"SQLUser","LaborRate","TABLE"
"SQLUser","ListPrice","TABLE"
"SQLUser","Location","TABLE"
"SQLUser","MPHPartsExport","TABLE"
"SQLUser","MailingCategory","TABLE"
"SQLUser","MapZone","TABLE"
"SQLUser","MapZoneCoordinates","TABLE"
"SQLUser","MapZoneDelivery","TABLE"
"SQLUser","MapZoneDepartment","TABLE"
"SQLUser","MapZoneVertices","TABLE"
"SQLUser","Markup","TABLE"
"SQLUser","MarkupListPrice","TABLE"
"SQLUser","MethodInv","TABLE"
"SQLUser","Misc","TABLE"
"SQLUser","MiscBranchTax","TABLE"
"SQLUser","MiscSalesDivision","TABLE"
"SQLUser","MiscType","TABLE"
"SQLUser","MiscTypeSalesDivision","TABLE"
"SQLUser","MobileTech","TABLE"
"SQLUser","MobileTechComment","TABLE"
"SQLUser","MobileTechCustomer","TABLE"
"SQLUser","MobileTechEmailInvoice","TABLE"
"SQLUser","MobileTechInvoice","TABLE"
"SQLUser","MobileTechItem","TABLE"
"SQLUser","MobileTechLabor","TABLE"
"SQLUser","MobileTechMessage","TABLE"
"SQLUser","MobileTechMisc","TABLE"
"SQLUser","MobileTechNote","TABLE"
"SQLUser","MobileTechPayment","TABLE"
"SQLUser","MobileTechPaymentDBUpdates","TABLE"
"SQLUser","MobileTechProcCustomer","TABLE"
"SQLUser","MobileTechSign","TABLE"
"SQLUser","MobileTechStoredProcedure","TABLE"
"SQLUser","MobileTechTran","TABLE"
"SQLUser","Model","TABLE"
"SQLUser","ModelAudit","TABLE"
"SQLUser","ModelDelivery","TABLE"
"SQLUser","ModelDocument","TABLE"
"SQLUser","ModelEcoFee","TABLE"
"SQLUser","ModelImage","TABLE"
"SQLUser","ModelImageLog","TABLE"
"SQLUser","ModelListPrice","TABLE"
"SQLUser","ModelMinMax","TABLE"
"SQLUser","ModelNote","TABLE"
"SQLUser","ModelPicture","TABLE"
"SQLUser","ModelPriceChange","TABLE"
"SQLUser","ModelPriceList","TABLE"
"SQLUser","ModelRegion","TABLE"
"SQLUser","ModelSupplierQOH","TABLE"
"SQLUser","ModelTransfer","TABLE"
"SQLUser","ModelWebCrossSellCodes","TABLE"
"SQLUser","ModelWebDownloads","TABLE"
"SQLUser","ModelWebFeatures","TABLE"
"SQLUser","ModelWebFields","TABLE"
"SQLUser","ModelWebImages","TABLE"
"SQLUser","ModelWebMetaData","TABLE"
"SQLUser","ModelWebSmartPanels","TABLE"
"SQLUser","ModelWebSpecs","TABLE"
"SQLUser","ModelWebTags","TABLE"
"SQLUser","ModelWebUpsellCodes","TABLE"
"SQLUser","OEM","TABLE"
"SQLUser","OrderCart","TABLE"
"SQLUser","OverrideAudit","TABLE"
"SQLUser","PDAEmails","TABLE"
"SQLUser","PDAPhysicalCountLog","TABLE"
"SQLUser","PDAPrizeDraw","TABLE"
"SQLUser","PDAQuote","TABLE"
"SQLUser","PDAScans","TABLE"
"SQLUser","PO","TABLE"
"SQLUser","POAddress","TABLE"
"SQLUser","POAuditTrail","TABLE"
"SQLUser","POAutoReserveAudit","TABLE"
"SQLUser","POBinLabel","TABLE"
"SQLUser","POCancelledOrders","TABLE"
"SQLUser","POComment","TABLE"
"SQLUser","PODocument","TABLE"
"SQLUser","POExceptions","TABLE"
"SQLUser","POFreight","TABLE"
"SQLUser","POItem","TABLE"
"SQLUser","POItemLabel","TABLE"
"SQLUser","POModel","TABLE"
"SQLUser","PONote","TABLE"
"SQLUser","PONumber","TABLE"
"SQLUser","POPriceChange","TABLE"
"SQLUser","POSerial","TABLE"
"SQLUser","POSerialLabel","TABLE"
"SQLUser","POSupplierInvoice","TABLE"
"SQLUser","POSupplierInvoiceDetail","TABLE"
"SQLUser","POSupplierInvoiceExceptions","TABLE"
"SQLUser","POTransferRequest","TABLE"
"SQLUser","Package","TABLE"
"SQLUser","PackageAIHub","TABLE"
"SQLUser","PackageComponent","TABLE"
"SQLUser","PassErr","TABLE"
"SQLUser","PassJobControl","TABLE"
"SQLUser","PassJobControlCU","TABLE"
"SQLUser","PassJobControlIIN","TABLE"
"SQLUser","PassJobControlINV","TABLE"
"SQLUser","PassUser","TABLE"
"SQLUser","PassUserHomeScreen","TABLE"
"SQLUser","PassUserSecurity","TABLE"
"SQLUser","PassUserSessionLog","TABLE"
"SQLUser","PaymentType","TABLE"
"SQLUser","PaymentTypeBranch","TABLE"
"SQLUser","PaymentTypeSwap","TABLE"
"SQLUser","Picker","TABLE"
"SQLUser","PickerBins","TABLE"
"SQLUser","PinPad","TABLE"
"SQLUser","PodiumExchange","TABLE"
"SQLUser","PodiumRules","TABLE"
"SQLUser","PostingBatchHistory","TABLE"
"SQLUser","PriceListTemplate","TABLE"
"SQLUser","PriceListTemplateList","TABLE"
"SQLUser","PrintFormTermsAndConditions","TABLE"
"SQLUser","Priority","TABLE"
"SQLUser","PriorityPerZoneDay","TABLE"
"SQLUser","Product","TABLE"
"SQLUser","ProductBrandSourceLinq","TABLE"
"SQLUser","ProductMajor","TABLE"
"SQLUser","ProductMinor","TABLE"
"SQLUser","ProductRetailDeck","TABLE"
"SQLUser","Project","TABLE"
"SQLUser","ProjectComponent","TABLE"
"SQLUser","ProjectForecast","TABLE"
"SQLUser","ProjectNote","TABLE"
"SQLUser","ProjectStatus","TABLE"
"SQLUser","Prompt","TABLE"
"SQLUser","QC","TABLE"
"SQLUser","QCAddress","TABLE"
"SQLUser","QCComment","TABLE"
"SQLUser","QCItem","TABLE"
"SQLUser","QCLabor","TABLE"
"SQLUser","QCMisc","TABLE"
"SQLUser","QCModel","TABLE"
"SQLUser","QCPackage","TABLE"
"SQLUser","QCPayment","TABLE"
"SQLUser","QCSerial","TABLE"
"SQLUser","QCTax","TABLE"
"SQLUser","QCWarranty","TABLE"
"SQLUser","Qualification","TABLE"
"SQLUser","RecordUnlocks","TABLE"
"SQLUser","Regions","TABLE"
"SQLUser","Repair","TABLE"
"SQLUser","ReportActions","TABLE"
"SQLUser","ReportAudit","TABLE"
"SQLUser","ReportBookmarkSchedule","TABLE"
"SQLUser","ReportBookmarkScheduleMonth","TABLE"
"SQLUser","ReportBookmarkScheduleWeek","TABLE"
"SQLUser","ReportBookmarks","TABLE"
"SQLUser","ReportBookmarksParams","TABLE"
"SQLUser","ReportBookmarksParamsItems","TABLE"
"SQLUser","ReportDashboard","TABLE"
"SQLUser","ReportDashboardSecurity","TABLE"
"SQLUser","ReportDashboardWidget","TABLE"
"SQLUser","ReportDashboardWidgetFilter","TABLE"
"SQLUser","ReportFavorites","TABLE"
"SQLUser","ReportFiles","TABLE"
"SQLUser","ReportGroups","TABLE"
"SQLUser","ReportHistory","TABLE"
"SQLUser","ReportLocks","TABLE"
"SQLUser","ReportLog","TABLE"
"SQLUser","ReportLogParams","TABLE"
"SQLUser","ReportLogParamsItems","TABLE"
"SQLUser","ReportMetaData","TABLE"
"SQLUser","ReportSecurity","TABLE"
"SQLUser","ReportStoreCrystal","TABLE"
"SQLUser","ReportStoreFiles","TABLE"
"SQLUser","ReportTeams","TABLE"
"SQLUser","ReportTeamsUsers","TABLE"
"SQLUser","ReportUserDashboard","TABLE"
"SQLUser","ReportWidget","TABLE"
"SQLUser","ReportWidgetGroup","TABLE"
"SQLUser","ReportWidgetGroupWidget","TABLE"
"SQLUser","Reports","TABLE"
"SQLUser","ReturnInitiatedBy","TABLE"
"SQLUser","ReturnOutcome","TABLE"
"SQLUser","ReturnReason","TABLE"
"SQLUser","Route","TABLE"
"SQLUser","RouteDepartment","TABLE"
"SQLUser","RouteQualifications","TABLE"
"SQLUser","SBError","TABLE"
"SQLUser","SBModel","TABLE"
"SQLUser","SBServiceJob","TABLE"
"SQLUser","SaleReferral","TABLE"
"SQLUser","SalesDivision","TABLE"
"SQLUser","SalesQueue","TABLE"
"SQLUser","Salesperson","TABLE"
"SQLUser","SalespersonCommission","TABLE"
"SQLUser","SalespersonDepartment","TABLE"
"SQLUser","SamsungError","TABLE"
"SQLUser","SamsungTicket","TABLE"
"SQLUser","ScheduledReports","TABLE"
"SQLUser","SchemaBrandProduct","TABLE"
"SQLUser","SecondaryResponseCodes","TABLE"
"SQLUser","SecurityOption","TABLE"
"SQLUser","Serial","TABLE"
"SQLUser","SerialBC","TABLE"
"SQLUser","SerialCostingExceptions","TABLE"
"SQLUser","SerialDeprec","TABLE"
"SQLUser","SerialDocument","TABLE"
"SQLUser","SerialID","TABLE"
"SQLUser","SerialIDImage","TABLE"
"SQLUser","SerialImage","TABLE"
"SQLUser","SerialPicture","TABLE"
"SQLUser","SerialSales","TABLE"
"SQLUser","SerialType","TABLE"
"SQLUser","SerialWirelessPhysical","TABLE"
"SQLUser","ServicePerformed","TABLE"
"SQLUser","ServicePower","TABLE"
"SQLUser","ServicePowerError","TABLE"
"SQLUser","ServiceRequest","TABLE"
"SQLUser","ShipVia","TABLE"
"SQLUser","ShippingMethod","TABLE"
"SQLUser","ShippingTier","TABLE"
"SQLUser","Supplier","TABLE"
"SQLUser","SupplierDiscount","TABLE"
"SQLUser","SupplierDocument","TABLE"
"SQLUser","SupplierEDIAccounts","TABLE"
"SQLUser","SupplierGLDist","TABLE"
"SQLUser","SupplierInvoiceTemplate","TABLE"
"SQLUser","SupplierNote","TABLE"
"SQLUser","SupplierPriceList","TABLE"
"SQLUser","SupplierPriceListFile","TABLE"
"SQLUser","SupplierType","TABLE"
"SQLUser","SvcReqAccounts","TABLE"
"SQLUser","Symptom","TABLE"
"SQLUser","System","TABLE"
"SQLUser","Table1","TABLE"
"SQLUser","Table1SalesDivision","TABLE"
"SQLUser","Table2","TABLE"
"SQLUser","TableType","TABLE"
"SQLUser","Tax","TABLE"
"SQLUser","Technician","TABLE"
"SQLUser","Terminal","TABLE"
"SQLUser","TerminalInvPrintEmailForm","TABLE"
"SQLUser","TerminalInvPrintForm","TABLE"
"SQLUser","TerminalTextFormats","TABLE"
"SQLUser","TextFormat","TABLE"
"SQLUser","TextMessage","TABLE"
"SQLUser","TextMessageMedia","TABLE"
"SQLUser","TextNumber","TABLE"
"SQLUser","TransferStatus","TABLE"
"SQLUser","TripCharge","TABLE"
"SQLUser","UPSalesperson","TABLE"
"SQLUser","UPTraffic","TABLE"
"SQLUser","UnitOfMeasure","TABLE"
"SQLUser","UpdateHistory","TABLE"
"SQLUser","UserFormDefaults","TABLE"
"SQLUser","UserLocation","TABLE"
"SQLUser","UserSearchDefaults","TABLE"
"SQLUser","UserTextNumber","TABLE"
"SQLUser","VarSE","TABLE"
"SQLUser","VersionInfo","TABLE"
"SQLUser","WCClaim","TABLE"
"SQLUser","WCReceive","TABLE"
"SQLUser","WMSBranchLocationPrinter","TABLE"
"SQLUser","WMSPrint","TABLE"
"SQLUser","WRCredit","TABLE"
"SQLUser","WRSale","TABLE"
"SQLUser","WarrantyType","TABLE"
"SQLUser","WebSession","TABLE"
"SQLUser","WebSessionVars","TABLE"
"SQLUser","WebStatistics","TABLE"
"SQLUser","WebTags","TABLE"
"SQLUser","WebsiteEmails","TABLE"
"SQLUser","WirelessLog","TABLE"
"SQLUser","WirelessTerminal","TABLE"
"SQLUser","XAPITransAudit","TABLE"
"SQLUser","XapiSession","TABLE"
"SQLUser","XapiSessionStatistics","TABLE"
"SQLUser","XapiSessionVars","TABLE"
"SQLUser","ePASSMessagesGroups","TABLE"
"SQLUser","ePassMessages","TABLE"
"SQLUser","ePassMessagesFolders","TABLE"
"SQLUser","ePassMessagesUsers","TABLE"
"SQLUser","varAP","TABLE"
"SQLUser","varAR","TABLE"
"SQLUser","varAppSettings","TABLE"
"SQLUser","varAppSettingsList","TABLE"
"SQLUser","varCompany","TABLE"
"SQLUser","varConfig","TABLE"
"SQLUser","varDS","TABLE"
"SQLUser","varDashboard","TABLE"
"SQLUser","varDashboardBankAccounts","TABLE"
"SQLUser","varEPASSPay","TABLE"
"SQLUser","varFIN","TABLE"
"SQLUser","varGL","TABLE"
"SQLUser","varIIN","TABLE"
"SQLUser","varINV","TABLE"
"SQLUser","varMES","TABLE"
"SQLUser","varMESEvents","TABLE"
"SQLUser","varPDA","TABLE"
"SQLUser","varPO","TABLE"
"SQLUser","varQC","TABLE"
"SQLUser","varSIN","TABLE"
"SQLUser","varSMTP","TABLE"
"SQLUser","varText","TABLE"
"SQLUser","varWI","TABLE"
"SQLUser","varWebsite","TABLE"
