"COLUMN_NAME","TYPE_NAME","COLUMN_SIZE","ORDINAL_POSITION","Denied"
"DefaultLocationCode","VARCHAR",,,"False"
"UseDefaultLocation","BIT",,,"False"
"UpdateStandardCostOnCopy","BIT",,,"False"
"RequireQualifications","BIT",,,"False"
"FinishJobStatus","VARCHAR",,,"False"
"EmailPrintJobStatus","VARCHAR",,,"False"
"ShowStandardCostInDetail","BIT",,,"False"
"CommitMarkAsInstalled","BIT",,,"False"
"JobStatus","VARCHAR",,,"False"
"ShowLandedCostInDetail","BIT",,,"False"
"Table2Mandatory","BIT",,,"False"
"Table1Mandatory","BIT",,,"False"
"CopyComplaintAndPerformed","BIT",,,"False"
"UseTerminalTaxes","BIT",,,"False"
"EditModelColor","BIT",,,"False"
"RequireModelColor","BIT",,,"False"
"LinkTaxesToDeliveryPickup","BIT",,,"False"
"DefaultSchedDate","BIT",,,"False"
"ScheduleOrPickupRequired","BIT",,,"False"
"PromptCode","VARCHAR",,,"False"
"MailingCategory1AddRemove","VARCHAR",,,"False"
"MapZoneRequired","BIT",,,"False"
"ID","INTEGER",,,"False"
"MailingCategory2AddRemove","VARCHAR",,,"False"
"ValidateModelColor","BIT",,,"False"
"JobStatusRequired","BIT",,,"False"
"MailingCategory3AddRemove","VARCHAR",,,"False"
"SchedAndPickupDtAllowed","BIT",,,"False"
"AutoPaymentTransfer","BIT",,,"False"
"MiscCode","VARCHAR",,,"False"
"AutoTransferModels","BIT",,,"False"
"BranchCode","VARCHAR",,,"False"
"CopyDetailFlag","BIT",,,"False"
"SecondaryDepartment","VARCHAR",,,"False"
"DefaultDepartment","VARCHAR",,,"False"
"DefaultMapZone","VARCHAR",,,"False"
"DefaultZoneRouteFromSP","BIT",,,"False"
"AllowMapZoneChangedOnSplit","BIT",,,"False"
"Obsolete","BIT",,,"False"
"AutoTransferItems","BIT",,,"False"
"AddBranchToGLCostCr","BIT",,,"False"
"AddBranchToGLCostDb","BIT",,,"False"
"AddCommentToInvoice","BIT",,,"False"
"UpdateSpiffOnCopy","BIT",,,"False"
"UpdateSpiffOnEditFinish","BIT",,,"False"
