family_code,family,task,base_hours,hourly_rate,price,labor_taxable_default,tax_mixed_by_brand,hours_vary_by_brand,brand_count,epass_code_stems,flags
DR,Dryer,Belt Replacement,0.75,130,97.5,Y,no,yes,16,DR401,
DR,Dryer,Blower Wheel Replacement,1,130,130,Y,no,yes,16,DR402,
DR,Dryer,Burner Tube Assembly,0.75,130,97.5,Y,no,no,16,DR403,
DR,Dryer,Cabinet Component Repair - Major,3,130,390,Y,no,no,15,DR602,
DR,Dryer,Cabinet Component Repair - Minor,1,130,130,Y,no,no,15,DR603,
DR,Dryer,Clear Lint/Debris From Venting,0.5,130,65.0,Y,no,no,16,DR404,
DR,Dryer,Component Replacement/Repair - Major,3,130,390,Y,no,no,15,DR604,
DR,Dryer,Component Replacement/Repair - Minor,1,130,130,Y,no,no,15,DR605,
DR,Dryer,Cosmetic Part Replacement - Major,0.75,130,97.5,Y,no,no,15,DR606,
DR,Dryer,Cosmetic Part Replacement - Minor,0.25,130,32.5,Y,no,no,15,DR607,
DR,Dryer,Difficult Access Fee,0.5,130,65.0,Y,no,no,15,DR608,modifier modifier
DR,Dryer,Door Switch Replacement,0.75,130,97.5,Y,no,no,15,DR405,
DR,Dryer,Drum Replacement,1.25,130,162.5,Y,no,no,15,DR406,
DR,Dryer,Electronic Control/Timer/Pad Replacement,0.75,130,97.5,Y,no,no,15,DR407,
DR,Dryer,Gas Valve Assembly Replacement,1,130,130,Y,no,no,15,DR408,
DR,Dryer,Heating Element Replacement,0.75,130,97.5,Y,no,no,15,DR409,
DR,Dryer,Hi-Limit/Thermal Fuse Replacement,0.5,130,65.0,Y,no,no,15,DR410,
DR,Dryer,Igniter (HSI) Replacement,0.5,130,65.0,Y,no,no,15,DR411,
DR,Dryer,Interference Suppressor Replacement,0.5,130,65.0,Y,no,no,15,DR412,
DR,Dryer,LP or Nat Gas Conversion,0.75,130,97.5,Y,no,no,1,DR415,
DR,Dryer,LP or Natural Gas Conversion,0.75,130,97.5,Y,no,no,14,DR415,
DR,Dryer,Level Unit/Adjust Unit,0.25,130,32.5,Y,no,yes,15,DR413|DR609,
DR,Dryer,Light Bulb Replacement,0.25,130,32.5,Y,no,no,15,DR414,
DR,Dryer,Motor Replacement - Drum/Drive,1.25,130,162.5,Y,no,yes,15,DR416,
DR,Dryer,Power Cord/Electrical Conduit Replacement,0.5,130,65.0,Y,no,no,15,DR417,
DR,Dryer,Problem Could Not Be Reproduced,0.5,130,65.0,Y,no,no,15,DR610,
DR,Dryer,Repair Burnt Wire(s) or Loose Connection(s),0.75,130,97.5,Y,no,no,15,DR611,
DR,Dryer,Reset Home Circuit Breaker,0.25,130,32.5,Y,no,no,15,DR612,
DR,Dryer,Terminal Block Replacement - Electrical Connection,0.75,130,97.5,Y,no,no,15,DR418,
DR,Dryer,Thermostat Replacement,0.5,130,65.0,Y,no,yes,15,DR419,
DR,Dryer,Tub Roller/Idler Pulley/Belt Kit Replacement,1,130,130,Y,no,yes,15,DR420,
DR,Dryer,Vent Hose & Clamp(s) Replacement,0.5,130,65.0,Y,no,no,15,DR421,
DW,Dishwasher,Additional Component Replacement,0.5,130,65.0,N,no,no,24,DW600,modifier
DW,Dishwasher,Address Noise Complaint,0.5,130,65.0,N,no,no,24,DW601,
DW,Dishwasher,Address Washability Concerns,0.25,130,32.5,N,no,no,24,DW400,
DW,Dishwasher,Address Water Leak (Tub-Door-Etc.),0.75,130,97.5,N,no,no,24,DW401,
DW,Dishwasher,Cabinet Component Repair - Major,3,130,390,N,no,no,24,DW602,
DW,Dishwasher,Cabinet Component Repair - Minor,1,130,130,N,no,no,24,DW603,
DW,Dishwasher,Component Replacement/Repair - Major,3,130,390,N,no,no,24,DW604,
DW,Dishwasher,Component Replacement/Repair - Minor,1,130,130,N,no,no,24,DW605,
DW,Dishwasher,Cosmetic Part Replacement - Major,0.75,130,97.5,N,no,no,24,DW606,
DW,Dishwasher,Cosmetic Part Replacement - Minor,0.25,130,32.5,N,no,no,24,DW607,
DW,Dishwasher,Debris Removal & Cleaning From Drain/Sink Connection,0.5,130,65.0,N,no,no,24,DW402,
DW,Dishwasher,Debris Removal from Sump/Impeller/Drain,0.5,130,65.0,N,no,no,24,DW403,
DW,Dishwasher,Detergent Cup Assembly Replacement,0.75,130,97.5,N,no,no,24,DW404,
DW,Dishwasher,Difficult Access Fee,0.5,130,65.0,N,no,no,24,DW608,modifier modifier
DW,Dishwasher,Door Panel/Console Replacement (Outer),0.5,130,65.0,N,no,no,24,DW405,
DW,Dishwasher,Door Replacement (Inner),0.75,130,97.5,N,no,no,24,DW406,
DW,Dishwasher,Door Seal Replacement,0.5,130,65.0,N,no,no,24,DW407,
DW,Dishwasher,Door Spring Tension/Balance Adjustment (Front Accessible),0.25,130,32.5,N,no,no,24,DW408,
DW,Dishwasher,Door Spring Tension/Balance Adjustment (Unit Removed For Access),0.5,130,65.0,N,no,no,24,DW409,
DW,Dishwasher,Door Spring/Balance Kit Replacement,1,130,130,N,no,no,24,DW410,
DW,Dishwasher,Door Switch Replacement,0.75,130,97.5,N,no,no,24,DW411,
DW,Dishwasher,Drain Hose Replacement,0.75,130,97.5,N,no,yes,24,DW412,
DW,Dishwasher,Drain Pump Replacement,1.5,130,195.0,N,no,no,24,DW413,
DW,Dishwasher,Drying Fan Motor/Blade Replacement,1,130,130,N,no,no,24,DW414,
DW,Dishwasher,Electrical Disconnect was Turned Off (Light Switch),0.15,130,19.5,N,no,no,24,DW415,
DW,Dishwasher,Electronic Control/Timer/Pad Replacement,1,130,130,N,no,no,24,DW416,
DW,Dishwasher,Float Switch Replacement,0.75,130,97.5,N,no,no,24,DW417,
DW,Dishwasher,Flow Meter Replacement,1,130,130,N,no,no,24,DW418,
DW,Dishwasher,Heating Element Replacement,1,130,130,N,no,no,24,DW419,
DW,Dishwasher,Interference Suppressor Replacement,0.5,130,65.0,N,no,no,24,DW420,
DW,Dishwasher,Level Unit/Adjust Unit,0.5,130,65.0,N,no,no,24,DW609,
DW,Dishwasher,Light Bulb Replacement (Front Access),0.25,130,32.5,N,no,no,24,DW421,
DW,Dishwasher,"Light Bulb Replacement (Rear Access - Unit De-installation, Re-install)",1,130,130,N,no,no,24,DW422,
DW,Dishwasher,No Water at Supply,0.25,130,32.5,N,no,no,24,DW423,
DW,Dishwasher,Power Cord/Electrical Conduit Replacement,0.5,130,65.0,N,no,no,24,DW424,
DW,Dishwasher,Pressure Switch Replacement,1,130,130,N,no,no,24,DW425,
DW,Dishwasher,Problem Could Not Be Reproduced,0.5,130,65.0,N,no,no,24,DW610,
DW,Dishwasher,Pump and/or Motor Assembly Replacement,2,130,260,N,no,no,24,DW426,
DW,Dishwasher,Rack or Rack Component Replacement,0.5,130,65.0,N,no,no,24,DW427,
DW,Dishwasher,Reinstallation of Unit,0.75,130,97.5,N,no,no,24,DW428,
DW,Dishwasher,Repair Burnt Wire(s) or Loose Connection(s),0.75,130,97.5,N,no,no,24,DW611,
DW,Dishwasher,Reset Home Circuit Breaker,0.25,130,32.5,N,no,no,24,DW612,
DW,Dishwasher,Salt Reservoir Replacement,2,130,260,N,no,no,24,DW429,
DW,Dishwasher,Tub/Tank Replacement,3,130,390,N,no,no,24,DW430,
DW,Dishwasher,Turbidity Sensor Replacement,1,130,130,N,no,no,24,DW431,
DW,Dishwasher,WLAN WIFI Card Replacement,1,130,130,N,no,no,24,DW436,
DW,Dishwasher,Wash Arm/Water Feed Tube Clean/Replace,0.5,130,65.0,N,no,no,24,DW432,
DW,Dishwasher,Water Intake Assembly Replacement,2,130,260,N,no,no,24,DW433,
DW,Dishwasher,Water Supply Line Replacement,0.5,130,65.0,N,no,no,24,DW434,
DW,Dishwasher,Water Valve Replacement,0.75,130,97.5,N,no,no,24,DW435,
GR,Grill,Additional Component Replacement,0.5,130,65.0,N,yes,no,21,GR600,modifier
GR,Grill,Address Noise Complaint,0.5,130,65.0,N,yes,no,21,GR601,
GR,Grill,Battery Replacement,0.25,130,32.5,N,yes,no,21,GR400,
GR,Grill,Burner Assembly Replacement - Infrared,1,130,130,N,yes,no,21,GR401,
GR,Grill,Burner Grate(s)/Cap(s) Replacement,0.25,130,32.5,N,yes,no,21,GR402,
GR,Grill,Burner Ignition Component Replacement,0.75,130,97.5,N,yes,no,21,GR403,
GR,Grill,Burner Valve Replacement,1,130,130,N,yes,no,21,GR404,
GR,Grill,Burner(s) Adjustment,0.25,130,32.5,N,yes,no,21,GR405,
GR,Grill,Burner(s) Assembly Replacement,0.75,130,97.5,N,yes,no,21,GR406,
GR,Grill,Cabinet Component Repair - Major,3,130,390,N,yes,no,21,GR602,
GR,Grill,Cabinet Component Repair - Minor,1,130,130,N,yes,no,21,GR603,
GR,Grill,Component Replacement/Repair - Major,3,130,390,N,yes,no,21,GR604,
GR,Grill,Component Replacement/Repair - Minor,1,130,130,N,yes,no,21,GR605,
GR,Grill,Cosmetic Part Replacement - Major,0.75,130,97.5,N,yes,no,21,GR606,
GR,Grill,Cosmetic Part Replacement - Minor,0.25,130,32.5,N,yes,no,21,GR607,
GR,Grill,Difficult Access Fee,0.5,130,65.0,N,yes,no,21,GR608,modifier modifier
GR,Grill,Electronic Control/Module Replacement,1,130,130,N,yes,no,21,GR407,
GR,Grill,Gas Supply Flex Line Replacement,0.5,130,65.0,N,yes,no,21,GR408,
GR,Grill,Griddle/Grill Grate Component Replacement,0.25,130,32.5,N,yes,no,21,GR409,
GR,Grill,Ignitor (HSI) Replacement,0.75,130,97.5,N,yes,no,21,GR410,
GR,Grill,Lava Rock/Ceramic Heat Deflector Replacement,0.5,130,65.0,N,yes,no,21,GR411,
GR,Grill,Level Unit/Adjust Unit,0.5,130,65.0,N,yes,no,21,GR609,
GR,Grill,Light Bulb Replacement,0.5,130,65.0,N,yes,no,21,GR412,
GR,Grill,Locate and Repair Gas Leak Locate and Repair (Difficult Access),1,130,130,N,yes,no,21,GR413,modifier
GR,Grill,Locate and Repair Gas Leak Locate and Repair (Readily Accessible),0.5,130,65.0,N,yes,no,21,GR414,
GR,Grill,Orifice(s) Replacement,0.75,130,97.5,N,yes,no,21,GR415,
GR,Grill,Outdoor Grill Cleaning (In Place),2,130,260,N,yes,no,21,GR416,
GR,Grill,Outdoor Grill Cleaning (Removed from Installation),3,130,390,N,yes,no,21,GR417,
GR,Grill,Power Cord/Electrical Conduit Replacement,0.5,130,65.0,N,yes,no,21,GR418,
GR,Grill,Problem Could Not Be Reproduced,0.5,130,65.0,N,yes,no,21,GR610,
GR,Grill,Regulator Replacement (Difficult Access),1.5,130,195.0,N,yes,no,21,GR419,modifier
GR,Grill,Regulator Replacement (Standard Access),0.75,130,97.5,N,yes,no,21,GR420,
GR,Grill,Repair Burnt Wire(s) or Loose Connection(s),0.75,130,97.5,N,yes,no,21,GR611,
GR,Grill,Reset Home Circuit Breaker,0.25,130,32.5,N,yes,no,21,GR612,
GR,Grill,Safety Valve Replacement,1,130,130,N,yes,no,21,GR421,
GR,Grill,Solenoid Replacement,1,130,130,N,yes,no,21,GR422,
GR,Grill,Switch Assembly Replacement,0.75,130,97.5,N,yes,no,21,GR423,
GR,Grill,Thermocouple Replacement,1,130,130,N,yes,no,21,GR424,
GR,Grill,Transformer Replacement,1,130,130,N,yes,no,21,GR425,
ID,Install/Delivery?,Address Noise Complaint - Indoor Unit,0.4,150,60.0,Y,no,no,5,ID100,
ID,Install/Delivery?,Armaflex Replacement Where Accessible - Indoor Unit,1,150,150,Y,no,no,5,ID101,
ID,Install/Delivery?,Blower Wheel Replacement Indoor Unit,2.5,150,375.0,Y,no,no,5,ID102,
ID,Install/Delivery?,Capacitor (Run) Replacement Indoor Unit,0.75,150,112.5,Y,no,no,5,ID103,
ID,Install/Delivery?,Circuit Breaker Reset - Indoor Unit,0.24642857142857144,150,36.96,Y,no,no,5,ID104,
ID,Install/Delivery?,"Coil Cleaning - Indoor Unit (Attic Application), In Place Cleaning",3,150,450,Y,no,no,5,ID106,
ID,Install/Delivery?,"Coil Cleaning - Indoor Unit (Closet Application), In Place Cleaning",2,150,300,Y,no,no,5,ID107,
ID,Install/Delivery?,Coil Cleaning - Indoor Unit - In Place with No Return Duct,1.5,150,225.0,Y,no,no,5,ID105,
ID,Install/Delivery?,"Coil Replacement - Indoor Unit (Attic Application), Remove Coil, May Require Refrigerant Removal",6,150,900,Y,no,no,5,ID109,
ID,Install/Delivery?,"Coil Replacement - Indoor Unit (Closet Application), Remove Coil, May Require Refrigerant Removal",5,150,750,Y,no,no,5,ID108,
ID,Install/Delivery?,Defrost Control Replacement - Indoor Unit,1,150,150,Y,no,no,5,ID110,
ID,Install/Delivery?,Drain Pan Replacement (Primary) - Indoor Unit,4,150,600,Y,no,no,5,ID111,
ID,Install/Delivery?,Electrical Disconnect Replacement - Indoor Unit,1.5,150,225.0,Y,no,no,5,ID112,
ID,Install/Delivery?,Gas Burner(s) Flame Adjustment - Indoor Unit,1,150,150,Y,no,no,5,ID113,
ID,Install/Delivery?,Gas Burner(s) Replacement - Indoor Unit,2,150,300,Y,no,no,5,ID114,
ID,Install/Delivery?,Gas Valve Replacement - Indoor Unit,2,150,300,Y,no,no,5,ID115,
ID,Install/Delivery?,Heat Strip (Assembly) Replacement - Indoor Unit,2,150,300,Y,no,no,5,ID116,
ID,Install/Delivery?,Heat Strip (Per Strip) Restring Kit Per Strip - Indoor Unit,2,150,300,Y,no,no,5,ID117,
ID,Install/Delivery?,Hi-Limit/Thermal Cutout Replacement - Indoor Unit,1,150,150,Y,no,no,5,ID118,
ID,Install/Delivery?,Ignitor/Hot Surface Ignition Replacement - Indoor Unit,1,150,150,Y,no,no,5,ID119,
ID,Install/Delivery?,Low Voltage Fuse Replacement - Indoor Unit,0.5,150,75.0,Y,no,no,5,ID120|ID121,
ID,Install/Delivery?,Motor Mount Replacement - Indoor Unit,2,150,300,Y,no,no,5,ID122,
ID,Install/Delivery?,Motor Replacement Standard - Indoor Unit - Includes Capacitor,2.25,150,337.5,Y,no,no,5,ID123,
ID,Install/Delivery?,Motor Replacement Variable Speed - Indoor Unit,2.25,150,337.5,Y,no,no,5,ID124,
ID,Install/Delivery?,Refrigerant Leak Repair Indoor Coil (Attic Unit),3.5,150,525.0,Y,no,no,5,ID125,
ID,Install/Delivery?,Refrigerant Leak Repair Indoor Coil (Closet Unit),2.5,150,375.0,Y,no,no,5,ID126,
ID,Install/Delivery?,Relay/Control/Sequencer/Contactor Replacement - Indoor Unit,1,150,150,Y,no,no,5,ID127,
ID,Install/Delivery?,Repair Burnt Wire(s) or Loose Connection - Indoor Unit,0.75,150,112.5,Y,no,no,5,ID128,
ID,Install/Delivery?,Safety Drain Kill Switch Replacement,1,150,150,Y,no,no,5,ID129,
ID,Install/Delivery?,Safety Drain Pan Replacement,2.5,150,375.0,Y,no,no,5,ID130,
ID,Install/Delivery?,Sensor/Thermistor Replacement - Indoor Unit,1,150,150,Y,no,no,5,ID131,
ID,Install/Delivery?,Set Control Dip Switches - Indoor Unit,0.75,150,112.5,Y,no,no,5,ID132,
ID,Install/Delivery?,Stepper Motor Replacement for Electronic Expansion Valve,1.5,150,225.0,Y,no,no,5,ID133,
ID,Install/Delivery?,Thermal Fuse Replacement - Indoor Unit,0.6,150,90.0,Y,no,no,5,ID134,
ID,Install/Delivery?,Thermostatic/Electronic Expansion Valve Replacement,5,150,750,Y,no,no,5,ID135,
IM,Ice Maker,Additional Component Replacement,0.5,130,65.0,N,no,no,16,IM600,modifier
IM,Ice Maker,Address Noise Complaint,0.5,130,65.0,N,no,no,16,IM601,
IM,Ice Maker,Cabinet Component Repair - Major,3,130,390,N,no,no,16,IM602,
IM,Ice Maker,Cabinet Component Repair - Minor,1,130,130,N,no,no,16,IM603,
IM,Ice Maker,Circulation Pump Replacement,1,130,130,N,no,no,16,IM400,
IM,Ice Maker,Cleaning & Maintenance (Cleaning Solution Only) - No Disassembly Included,0.25,130,32.5,N,no,no,15,IM402,
IM,Ice Maker,Cleaning & Maintenance - Complete cleaning including disassembly of water circulation components to allow for access. Reassembly of all components. Run clean cycle with cleaning solution.,1.5,130,195.0,N,no,no,16,IM401,
IM,Ice Maker,Clear Debris From Drain Hose,0.75,130,97.5,N,no,no,16,IM403,
IM,Ice Maker,Component Replacement/Repair - Major,3,130,390,N,no,no,16,IM604,
IM,Ice Maker,Component Replacement/Repair - Minor,1,130,130,N,no,no,16,IM605,
IM,Ice Maker,Condensate Pump Filter Screen Cleaning,1.5,130,195.0,N,no,no,16,IM404,
IM,Ice Maker,Condenser Fan Motor / Blade Replacement,1.5,130,195.0,N,no,no,16,IM405,
IM,Ice Maker,Cosmetic Part Replacement - Major,0.75,130,97.5,N,no,no,16,IM606,
IM,Ice Maker,Cosmetic Part Replacement - Minor,0.25,130,32.5,N,no,no,16,IM607,
IM,Ice Maker,Cutter Grid Replacement,0.75,130,97.5,N,no,no,16,IM406,
IM,Ice Maker,Descale (Cleaning Solution Only) - No Disassembly Included,0.25,130,32.5,N,no,no,1,IM402,
IM,Ice Maker,Difficult Access Fee,0.5,130,65.0,N,no,no,16,IM608,modifier modifier
IM,Ice Maker,Door Adjustment,0.25,130,32.5,N,no,no,16,IM407,
IM,Ice Maker,Door Gasket Replacement,0.5,130,65.0,N,no,no,16,IM408,
IM,Ice Maker,Door Replacement,0.75,130,97.5,N,no,no,16,IM409,
IM,Ice Maker,Drain Hose Replacement,0.75,130,97.5,N,no,no,16,IM410,
IM,Ice Maker,Drain Pump Complete or Component Replacement,1,130,130,N,no,no,16,IM411,
IM,Ice Maker,Drain Pump Replacement (Rear Access),1.25,130,162.5,N,no,no,16,IM412,
IM,Ice Maker,Electronic Control/ Module/ Pad Replacement,1,130,130,N,no,no,16,IM413,
IM,Ice Maker,Evaporator Fan Motor / Blade Replacement,1,130,130,N,no,yes,16,IM414,
IM,Ice Maker,Fan/ Light Switch Replacement,0.5,130,65.0,N,no,no,16,IM415,
IM,Ice Maker,Hot Gas Valve Electrical Coil Replacement,0.75,130,97.5,N,no,no,16,IM416,
IM,Ice Maker,Ice Thickness Control Replacement,1,130,130,N,no,no,16,IM417,
IM,Ice Maker,Level Unit/Adjust Unit,0.5,130,65.0,N,no,no,16,IM609,
IM,Ice Maker,Light Bulb Replacement,0.25,130,32.5,N,no,no,16,IM418,
IM,Ice Maker,Power Cord/Electrical Conduit Replacement,0.5,130,65.0,N,no,no,16,IM419,
IM,Ice Maker,Problem Could Not Be Reproduced,0.5,130,65.0,N,no,no,16,IM610,
IM,Ice Maker,Recover Refrigerant,0.25,130,32.5,N,no,no,16,IM420,
IM,Ice Maker,Relay/ Start Device Replacement,1,130,130,N,no,no,16,IM421,
IM,Ice Maker,Repair Burnt Wire(s) or Loose Connection(s),0.75,130,97.5,N,no,no,16,IM611,
IM,Ice Maker,Reset Home Circuit Breaker,0.25,130,32.5,N,no,no,16,IM612,
IM,Ice Maker,Sealed System - Coil Replacement - Condenser,3,130,390,N,no,no,16,IM500,sealed-system
IM,Ice Maker,Sealed System - Coil Replacement - Evaporator,3,130,390,N,no,no,16,IM501,sealed-system
IM,Ice Maker,Sealed System - Compressor/Filter Drier Replacement,3,130,390,N,no,no,16,IM502,sealed-system
IM,Ice Maker,Sealed System - Filter Drier Replacement,2,130,260,N,no,no,16,IM503,sealed-system
IM,Ice Maker,Sealed System - Heat Exchanger/Filter Drier Replacement,3,130,390,N,no,no,16,IM504,sealed-system
IM,Ice Maker,Sealed System - Hot Gas Valve/Filter Drier Replacement,2,130,260,N,no,no,16,IM505,sealed-system
IM,Ice Maker,"Sealed System - Repair Refrigerant Leak, Replace Filter Drier If Needed. Includes materials & supplies necessary to braze new components in place. Includes system evacuation & charging. Refrigerant not included.",2,130,260,N,no,no,16,IM506,sealed-system
IM,Ice Maker,"Sealed System 1-Replace Compressor, Evaporator, & Filter Drier. Includes removal of all old components & disposal. Includes materials and supplies necessary to braze new components in place. Includes system evacuation & charging. Refrigerant not included.",3.5,130,455.0,N,no,no,16,IM507,sealed-system
IM,Ice Maker,"Sealed System 2 - Compressor, Evaporator, Condenser, Heat Exchanger, and Filter Drier. Includes removal of all old components & disposal. Includes materials & supplies necessary to braze new components in place. Includes system evacuation & charging.",4.5,130,585.0,N,no,no,16,IM508,sealed-system
IM,Ice Maker,Sensor Replacement - Bin Level,0.5,130,65.0,N,no,no,16,IM422,
IM,Ice Maker,Sensor Replacement - Water Level,0.5,130,65.0,N,no,no,16,IM423,
IM,Ice Maker,Sensor/Thermistor Replacement,0.5,130,65.0,N,no,no,16,IM424,
IM,Ice Maker,Technician Install of Ice Maker,0.25,130,32.5,N,no,no,8,IM613,
IM,Ice Maker,Transformer Replacement,1,130,130,N,no,no,16,IM425,
IM,Ice Maker,Water Filter Replacement,0.25,130,32.5,N,no,no,16,IM426,
IM,Ice Maker,Water Line Replacement,0.75,130,97.5,N,no,no,16,IM427,
IM,Ice Maker,Water Valve Replacement,0.75,130,97.5,N,no,no,16,IM428,
INSHP,In Shop,In Shop Repairs,0.25,130,32.5,Y,no,yes,63,INSHP,
L,Additional Labor,Additional One Tech/Installer Labor,0.5,130,65.0,Y,yes,no,59,L1,modifier
L,Additional Labor,Additional Three Tech/Installer Labor,1,130,130,Y,yes,no,59,L3,modifier
L,Additional Labor,Additional Two Tech/Installer Labor,0.75,130,97.5,Y,yes,no,59,L2,two-tech modifier
MS,Misc,Miscellaneous Labor,0.25,130,32.5,Y,yes,no,59,MS1,
MW,Microwave,Additional Component Replacement,0.5,130,65.0,Y,yes,no,22,MW600,modifier
MW,Microwave,Address Noise Complaint,0.5,130,65.0,Y,yes,no,22,MW601,
MW,Microwave,Bake Element Replacement,0.75,130,97.5,Y,yes,no,22,MW400,
MW,Microwave,Broil Element Replacement,0.75,130,97.5,Y,yes,no,22,MW401,
MW,Microwave,Cabinet Component Repair - Major,3,130,390,Y,yes,no,22,MW602,
MW,Microwave,Cabinet Component Repair - Minor,1,130,130,Y,yes,no,22,MW603,
MW,Microwave,Capacitor Replacement,0.5,130,65.0,Y,yes,no,22,MW402,
MW,Microwave,Component Replacement/Repair - Major,3,130,390,Y,yes,no,22,MW604,
MW,Microwave,Component Replacement/Repair - Minor,1,130,130,Y,yes,no,22,MW605,
MW,Microwave,Convect Element Replacement,0.75,130,97.5,Y,yes,no,22,MW403,
MW,Microwave,Convect Fan Motor/Blade Replacement,1,130,130,Y,yes,no,22,MW404,
MW,Microwave,Cook/Humidity Sensor Replacement,0.75,130,97.5,Y,yes,no,22,MW405,
MW,Microwave,Cooling Fan Motor/Blade Replacement,0.75,130,97.5,Y,yes,no,22,MW406,
MW,Microwave,Cosmetic Part Replacement - Major,0.75,130,97.5,Y,yes,no,22,MW606,
MW,Microwave,Cosmetic Part Replacement - Minor,0.25,130,32.5,Y,yes,no,22,MW607,
MW,Microwave,Difficult Access Fee,0.5,130,65.0,Y,yes,no,22,MW608,modifier modifier
MW,Microwave,Door Component Replacement,0.5,130,65.0,Y,yes,no,22,MW407,
MW,Microwave,Electronic Control/Module Replacement,0.75,130,97.5,Y,yes,no,22,MW408,
MW,Microwave,Hi-Voltage Diode Replacement,0.5,130,65.0,Y,yes,no,22,MW409,
MW,Microwave,Interlock Switch Replacement/Adjustment,1,130,130,Y,yes,no,22,MW410,
MW,Microwave,Level Unit/Adjust Unit,0.5,130,65.0,Y,yes,no,22,MW609,
MW,Microwave,Light Bulb Replacement,0.25,130,32.5,Y,yes,no,22,MW411,
MW,Microwave,Magnetron Tube Replacement,0.75,130,97.5,Y,yes,no,22,MW412,
MW,Microwave,Power Cord/Electrical Conduit Replacement,0.5,130,65.0,Y,yes,no,22,MW413,
MW,Microwave,Probe Jack Replacement,0.75,130,97.5,Y,yes,no,22,MW414,
MW,Microwave,Problem Could Not Be Reproduced,0.5,130,65.0,Y,yes,no,22,MW610,
MW,Microwave,Quartz Halogen Heating Bulb Replacement,0.75,130,97.5,Y,yes,no,22,MW415,
MW,Microwave,Rack Replacement - Oven,0.15,130,19.5,Y,yes,no,22,MW416,
MW,Microwave,Repair Burnt Wire(s) or Loose Connection(s),0.75,130,97.5,Y,yes,no,22,MW611,
MW,Microwave,Reset Home Circuit Breaker,0.25,130,32.5,Y,yes,no,22,MW612,
MW,Microwave,Terminal Block Replacement - Electrical Connection,0.5,130,65.0,Y,yes,no,22,MW417,
MW,Microwave,Thermal/Line Fuse Replacement,0.25,130,32.5,Y,yes,no,22,MW418,
MW,Microwave,Torsion Spring Replacement,0.5,130,65.0,Y,yes,no,22,MW419,
MW,Microwave,Transformer Replacement,0.75,130,97.5,Y,yes,no,22,MW420,
MW,Microwave,Turntable Motor Replacement,0.5,130,65.0,Y,yes,no,22,MW421,
MW,Microwave,Ventilation Fan Motor/Blade (OTR) Replacement,1,130,130,Y,yes,no,22,MW422,
MW,Microwave,Waveguide Shield Replacement,0.25,130,32.5,Y,yes,no,22,MW423,
OD,Outdoor?,Address Noise Complaint - Outdoor Unit,0.5,150,75.0,Y,no,no,5,OD100,
OD,Outdoor?,Armaflex Replacement Where Accessible - Outdoor Unit,0.8,150,120.0,Y,no,no,5,OD101,
OD,Outdoor?,Capacitor (Run) Replacement - Outdoor Unit,0.75,150,112.5,Y,no,no,5,OD102,
OD,Outdoor?,"Capacitor Start Kit Replacement - Includes Start Capacitor/Relay, Wiring",1,150,150,Y,no,no,5,OD103,
OD,Outdoor?,Circuit Breaker Reset - Outdoor Unit,0.35,150,52.5,Y,no,no,5,OD104,
OD,Outdoor?,Coil Repair - Outdoor Unit - Install Coupling Repair Kit,6,150,900,Y,no,no,5,OD105,
OD,Outdoor?,Coil Replacement - Outdoor Unit,7,150,1050,Y,no,no,5,OD106,
OD,Outdoor?,Compressor Replacement - Outdoor Unit,7,150,1050,Y,no,no,5,OD107,
OD,Outdoor?,Contactor/Relay Replacement - Outdoor Unit,1,150,150,Y,no,no,5,OD108,
OD,Outdoor?,Defrost Control Replacement - Outdoor Unit,1,150,150,Y,no,no,5,OD109,
OD,Outdoor?,Electrical Disconnect Replacement - Outdoor Unit,2,150,300,Y,no,no,5,OD111,
OD,Outdoor?,Electronic Control Replacement - Outdoor Unit,1,150,150,Y,no,no,5,OD110,
OD,Outdoor?,Fan Blade Replacement - Outdoor Unit,1.5,150,225.0,Y,no,no,5,OD112,
OD,Outdoor?,Filter Drier Replacement - Outdoor Unit,3,150,450,Y,no,no,5,OD113,
OD,Outdoor?,Low Voltage Fuse Replacement - Outdoor Unit,0.4,150,60.0,Y,no,no,5,OD114,
OD,Outdoor?,Motor Replacement - Outdoor Unit -Includes Capacitor,2.5,150,375.0,Y,no,no,5,OD115,
OD,Outdoor?,Muffler Replacement - Outdoor Unit,4,150,600,Y,no,no,5,OD116,
OD,Outdoor?,Outdoor Unit Pad Replacement,2.5,150,375.0,Y,no,no,5,OD117,
OD,Outdoor?,Refrigerant Leak Repair - Outdoor Unit,3,150,450,Y,no,no,5,OD118,
OD,Outdoor?,Refrigerant Service Valve Replacement - Outdoor Unit,3,150,450,Y,no,no,5,OD119,
OD,Outdoor?,Reversing Valve Coil Replacement - Outdoor Unit,0.8,150,120.0,Y,no,no,5,OD120,
OD,Outdoor?,Reversing Valve Replacement - Outdoor Unit,7,150,1050,Y,no,no,5,OD121,
OD,Outdoor?,Sensor/Thermistor Replacement - Outdoor Unit,1,150,150,Y,no,no,5,OD122,
OD,Outdoor?,Set Control Dip Switches - Outdoor Unit,0.75,150,112.5,Y,no,no,5,OD123,
OD,Outdoor?,Stepper Motor Replacement for Electronic Expansion Valve,1.5,150,225.0,Y,no,no,5,OD124,
OD,Outdoor?,Thermal Fuse Replacement - Outdoor Unit,0.6,150,90.0,Y,no,no,5,OD125,
OD,Outdoor?,Thermostatic/Electronic Expansion Valve Replacement - Outdoor Unit,5,150,750,Y,no,no,5,OD126,
