family_code,family,task,base_hours,hourly_rate,price,labor_taxable_default,tax_mixed_by_brand,hours_vary_by_brand,brand_count,epass_code_stems,flags
OD,Outdoor?,Valve Core Replacement - Refrigerant Valve - Outdoor Unit,0.8,150,120.0,Y,no,no,5,OD127,
OD,Outdoor?,Variable Speed Drive Replacement - Outdoor Unit,2,150,300,Y,no,no,5,OD128,
RE,Refrigeration,Additional Component Replacement,0.5,130,65.0,Y,yes,no,32,RE600,modifier
RE,Refrigeration,Address Noise Complaint,0.5,130,65.0,Y,yes,no,32,RE601,
RE,Refrigeration,Auger Motor/Cubed-Crushed Solenoid Replacement,0.75,130,97.5,Y,yes,no,32,RE400,
RE,Refrigeration,Cabinet Component Repair - Major,3,130,390,Y,yes,no,32,RE602,
RE,Refrigeration,Cabinet Component Repair - Minor,1,130,130,Y,yes,no,32,RE603,
RE,Refrigeration,Clear Debris/Ice From Defrost Drain,0.5,130,65.0,Y,yes,no,32,RE401,
RE,Refrigeration,Cold Control (Thermostat) Replacement,0.75,130,97.5,Y,yes,no,32,RE402,
RE,Refrigeration,Component Replacement/Repair - Major,3,130,390,Y,yes,no,32,RE604,
RE,Refrigeration,Component Replacement/Repair - Minor,1,130,130,Y,yes,no,32,RE605,
RE,Refrigeration,Condensate Drain Pan Replacement,0.25,130,32.5,Y,yes,no,32,RE403,
RE,Refrigeration,Condenser Fan Motor/Blade Replacement,1,130,130,Y,yes,no,32,RE404,
RE,Refrigeration,Cosmetic Part Replacement - Major,0.75,130,97.5,Y,yes,no,32,RE606,
RE,Refrigeration,Cosmetic Part Replacement - Minor,0.25,130,32.5,Y,yes,no,32,RE607,
RE,Refrigeration,Damper/Damper Control Replacement,1,130,130,Y,yes,no,32,RE405,
RE,Refrigeration,Defrost Bimetal Replacement,1,130,130,Y,yes,no,32,RE406,
RE,Refrigeration,Defrost Evaporator Manually,0.5,130,65.0,Y,yes,no,32,RE407,
RE,Refrigeration,Defrost Heater/Drain Heater Replacement,1,130,130,Y,yes,no,32,RE408,
RE,Refrigeration,Defrost Timer/Adaptive Control Replacement,0.75,130,97.5,Y,yes,no,32,RE409,
RE,Refrigeration,Deice Fill Tube Manually,0.5,130,65.0,Y,yes,no,32,RE410,
RE,Refrigeration,Difficult Access Fee,0.5,130,65.0,Y,yes,no,32,RE608,modifier modifier
RE,Refrigeration,Door Adjustment/Realign,0.5,130,65.0,Y,yes,no,32,RE412,
RE,Refrigeration,Door Gasket Replacement (Bracketed Retainer Type) -It is recommended that if at all possible that the door be left closed for at least 24 hours after the new gasket has been installed in order to allow the door gasket to seat properly.,1.25,130,162.5,Y,no,no,1,RE413,
RE,Refrigeration,Door Gasket Replacement (Bracketed Retainer Type) Leave door closed for 24 hours after replacement for best results. A blow dryer may be used on low to help form new gasket and remove wrinkles.,1.25,130,162.5,Y,yes,no,31,RE413,
RE,Refrigeration,Door Gasket Replacement (Push-In Type) - It is recommended that if at all possible that the door be left closed for at least 24 hours after the new gasket has been installed in order to allow the door gasket to seat properly.,0.75,130,97.5,Y,no,no,1,RE414,
RE,Refrigeration,Door Gasket Replacement (Push-in Type) Leave door closed for 24 hours after replacement for best results. A blow dryer may be used on low to help form new gasket and remove wrinkles.,0.75,130,97.5,Y,yes,no,31,RE414,
RE,Refrigeration,Door Replacement,1.5,130,195.0,Y,yes,no,32,RE411,
RE,Refrigeration,Double/Single Water Valve Replacement,0.5,130,65.0,Y,yes,no,32,RE415,
RE,Refrigeration,Electronic Control/Module Replacement,1,130,130,Y,yes,no,32,RE416,
RE,Refrigeration,Evaporator Fan Motor/Blade Replacement,1,130,130,Y,yes,no,32,RE417,
RE,Refrigeration,Fan/Light Switch Replacement,0.5,130,65.0,Y,yes,no,32,RE418,
RE,Refrigeration,Ice Maker Kit/Component Replacement,0.75,130,97.5,Y,yes,no,32,RE419,
RE,Refrigeration,Ice Storage Bin Replacement,0.25,130,32.5,Y,yes,no,32,RE420,
RE,Refrigeration,Ice/Water Dispenser Component Replacement,1,130,130,Y,yes,no,32,RE421,
RE,Refrigeration,Level-Adjust Built-in Unit,1,130,130,Y,yes,no,32,RE609,built-in
RE,Refrigeration,Level-Adjust Freestanding Unit,0.5,130,65.0,Y,yes,no,32,RE610,
RE,Refrigeration,Light Bulb Replacement,0.25,130,32.5,Y,yes,no,32,RE422,
RE,Refrigeration,Power Cord/Electrical Conduit Replacement,0.5,130,65.0,Y,yes,no,32,RE423,
RE,Refrigeration,Problem Could Not Be Reproduced,0.5,130,65.0,Y,yes,no,32,RE611,
RE,Refrigeration,Refrigerant Recovery Fee,0.5,130,65.0,Y,yes,no,32,RE424,
RE,Refrigeration,Relay/Start Device Replacement,0.75,130,97.5,Y,yes,no,32,RE425,
RE,Refrigeration,Repair Burnt Wire(s) or Loose Connection(s),0.75,130,97.5,Y,yes,no,32,RE612,
RE,Refrigeration,Replace Leveling Legs/Wheels - Built-in Refrigeration,1.5,130,195.0,Y,yes,no,32,RE426,built-in
RE,Refrigeration,Replace Leveling Legs/Wheels - Freestanding Refrigeration,0.5,130,65.0,Y,yes,no,32,RE427,
RE,Refrigeration,Reset Home Circuit Breaker,0.25,130,32.5,Y,yes,no,32,RE613,
RE,Refrigeration,"Sealed System - COMPRESSOR, FILTER DRIER Replacement. Remove old components. Includes materials & supplies necessary to braze in new components. System evacuation & charging. Refrigerant not included.",6,130,780,Y,yes,no,30,RE500,sealed-system
RE,Refrigeration,"Sealed System - CONDENSER COIL, FILTER DRIER Replacement. Remove old components. Includes materials & supplies necessary to braze in new components. System evacuation & charging. Refrigerant not included.",5,130,650,Y,yes,no,32,RE501,sealed-system
RE,Refrigeration,"Sealed System - Compressor, Filter Drier Replacement. Includes removal of all old components & disposal. Includes materials & supplies necessary to braze new components in place. Includes system evacuation & charging. Refrigerant not included.",6,130,780,Y,no,no,2,RE500,sealed-system
RE,Refrigeration,"Sealed System - EVAPORATOR COIL, FILTER DRIER Replacement. Remove old components. Includes materials & supplies necessary to braze in new components. System evacuation & charging. Refrigerant not included.",5,130,650,Y,yes,no,32,RE502,sealed-system
RE,Refrigeration,Sealed System - FILTER DRIER Replacement. Remove old components. Includes materials & supplies necessary to braze in new components. System evacuation & charging. Refrigerant not included.,2.5,130,325.0,Y,yes,no,32,RE503,sealed-system
RE,Refrigeration,Sealed System - HEAT EXCHANGER & FILTER DRIER Replacement. Remove old components. Includes materials & supplies necessary to braze in new components. System evacuation & charging. Refrigerant not included.,6,130,780,Y,yes,no,32,RE504,sealed-system
RE,Refrigeration,Sealed System - REFRIGERANT LEAK REPAIR. Replace filter drier if needed. Includes materials & supplies necessary to repair. System evacuation & charging. Refrigerant not included.,2,130,260,Y,yes,no,32,RE505,sealed-system
RE,Refrigeration,"Sealed System 1- Replace COMPRESSOR, EVAPORATOR, & FILTER DRIER. Remove old components. Includes materials & supplies needed to braze in new components. System evacuation & charging. Refrigerant not included.",5.5,130,715.0,Y,no,no,9,RE506,sealed-system
RE,Refrigeration,"Sealed System 1-Replace COMPRESSOR, EVAPORATOR, & FILTER DRIER. Remove old components. Includes materials & supplies needed to braze in new components. System evacuation & charging. Refrigerant not included.",5.5,130,715.0,Y,yes,no,22,RE506,sealed-system
RE,Refrigeration,"Sealed System 1-Replace Compressor, Evaporator, & Filter Drier. Includes removal of all old components & disposal. Includes materials and supplies necessary to braze new components in place. Includes system evacuation & charging. Refrigerant not included.",5.5,130,715.0,Y,no,no,1,RE506,sealed-system
RE,Refrigeration,"Sealed System 2 - Compressor, Evaporator, Condenser, Heat Exchanger, and Filter Drier. Includes removal of all old components & disposal. Includes materials & supplies necessary to braze new components in place. Includes system evacuation & charging.",6.5,130,845.0,Y,yes,no,32,RE507,sealed-system
RE,Refrigeration,Shelf/Storage Bin Replacement,0.25,130,32.5,Y,yes,no,32,RE428,
RE,Refrigeration,Thermistor/Sensor Replacement,0.75,130,97.5,Y,yes,no,32,RE429,
RE,Refrigeration,Transformer Replacement,0.5,130,65.0,Y,yes,no,32,RE430,
RE,Refrigeration,Vacuum and/or Clean Condenser Coils,0.5,130,65.0,Y,yes,no,32,RE431,
RE,Refrigeration,WLAN WIFI Card Replacement - Includes de-installation and re-installation of unit to allow access to component.,1.5,130,195.0,Y,yes,no,32,RE435,
RE,Refrigeration,Water Filter Replacement,0.25,130,32.5,Y,yes,no,32,RE432,
RE,Refrigeration,Water Line Replacement,0.25,130,32.5,Y,yes,no,32,RE433,
RE,Refrigeration,Water Reservoir Replacement,0.5,130,65.0,Y,yes,no,32,RE434,
SO,Wall Oven,Additional Component Replacement,0.5,130,65.0,N,no,no,13,SO600,modifier
SO,Wall Oven,Address Noise Complaint,0.5,130,65.0,N,no,no,13,SO601,
SO,Wall Oven,Bake Element Replacement,0.75,130,97.5,N,no,no,13,SO400,
SO,Wall Oven,Broil Element Replacement,0.75,130,97.5,N,no,no,13,SO401,
SO,Wall Oven,Cabinet Component Repair - Major,3,130,390,N,no,no,13,SO602,
SO,Wall Oven,Cabinet Component Repair - Minor,1,130,130,N,no,no,13,SO603,
SO,Wall Oven,Capacitor Replacement,0.5,130,65.0,N,no,no,13,SO402,
SO,Wall Oven,Component Replacement/Repair - Major,3,130,390,N,no,no,13,SO604,
SO,Wall Oven,Component Replacement/Repair - Minor,1,130,130,N,no,no,13,SO605,
SO,Wall Oven,Connecting Tube(s)/Clamp(s) Replacement,0.5,130,65.0,N,no,no,13,SO403,
SO,Wall Oven,Convect Element Replacement,0.75,130,97.5,N,no,no,13,SO404,
SO,Wall Oven,Convect Fan Motor/Blade Replacement,1,130,130,N,no,no,13,SO405,
SO,Wall Oven,Cooling Fan Motor/Blade Replacement,0.75,130,97.5,N,no,no,13,SO406,
SO,Wall Oven,Cosmetic Part Replacement - Major,0.75,130,97.5,N,no,no,13,SO606,
SO,Wall Oven,Cosmetic Part Replacement - Minor,0.25,130,32.5,N,no,no,13,SO607,
SO,Wall Oven,Descale & Clean Unit,0.75,130,97.5,N,no,no,13,SO407,
SO,Wall Oven,Difficult Access Fee,0.5,130,65.0,N,no,no,13,SO608,modifier modifier
SO,Wall Oven,Door Component Replacement,0.5,130,65.0,N,no,no,13,SO408,
SO,Wall Oven,Door Interlock Switch Replacement/Adjustment,1,130,130,N,no,no,13,SO409,
SO,Wall Oven,Electronic Control/Module Replacement,1.5,130,195.0,N,no,no,13,SO410,
SO,Wall Oven,Flow Meter Replacement - Water,1,130,130,N,no,no,13,SO411,
SO,Wall Oven,Heater Assembly Replacement,1.5,130,195.0,N,no,no,13,SO412,
SO,Wall Oven,Interference Limiter Replacement,1,130,130,N,no,no,13,SO413,
SO,Wall Oven,Level Unit/Adjust Unit,0.5,130,65.0,N,no,no,13,SO609,
SO,Wall Oven,Light Bulb Replacement (Front Access),0.25,130,32.5,N,no,no,13,SO414,
SO,Wall Oven,Light Bulb Replacement (Rear Access),0.5,130,65.0,N,no,no,13,SO415,
SO,Wall Oven,Power Cord/Electrical Conduit Replacement,0.5,130,65.0,N,no,no,13,SO416,
SO,Wall Oven,Pressure Relief Valve Replacement,1,130,130,N,no,no,13,SO417,
SO,Wall Oven,Probe Jack Replacement,0.75,130,97.5,N,no,no,13,SO418,
SO,Wall Oven,Problem Could Not Be Reproduced,0.5,130,65.0,N,no,no,13,SO610,
SO,Wall Oven,Rack Replacement - Oven,0.15,130,19.5,N,no,no,13,SO419,
SO,Wall Oven,Repair Burnt Wire(s) or Loose Connection(s),0.75,130,97.5,N,no,no,13,SO611,
SO,Wall Oven,Reset Home Circuit Breaker,0.25,130,32.5,N,no,no,13,SO612,
SO,Wall Oven,Sensor Replacement - Cook/Humidity,0.75,130,97.5,N,no,no,13,SO420,
SO,Wall Oven,Sensor/Thermistor Replacement,0.75,130,97.5,N,no,no,13,SO421,
SO,Wall Oven,Solenoid Replacement,1,130,130,N,no,no,13,SO422,
SO,Wall Oven,Steam Generator Replacement,1,130,130,N,no,no,13,SO423,
SO,Wall Oven,Temp Sensor Replacement,1,130,130,N,no,no,13,SO424,
SO,Wall Oven,Terminal Block Replacement - Electrical Connection,0.5,130,65.0,N,no,no,13,SO425,
SO,Wall Oven,Thermal Limiter Replacement,1,130,130,N,no,no,13,SO426,
SO,Wall Oven,Thermal/Line Fuse Replacement,0.25,130,32.5,N,no,no,13,SO427,
SO,Wall Oven,Transformer Replacement,0.75,130,97.5,N,no,no,13,SO428,
SO,Wall Oven,Water Leak Repair,0.75,130,97.5,N,no,no,13,SO429,
SO,Wall Oven,Water Pump Replacement,1,130,130,N,no,no,13,SO430,
SO,Wall Oven,Water Reservoir Replacement,0.25,130,32.5,N,no,no,13,SO431,
VA,Vacuum?,Disassemble Unit and Clean Components,0.5,130,65.0,Y,no,no,2,VA401,
VA,Vacuum?,Power Cord/Electrical Conduit Replacement,0.5,130,65.0,Y,no,no,2,VA402,
VA,Vacuum?,Repair Burnt Wire/Loose Connection,0.5,130,65.0,Y,no,no,2,VA403,
VA,Vacuum?,Repair or Replace Major Chassis Component,0.75,130,97.5,Y,no,no,2,VA404,
VA,Vacuum?,Repair or Replace Minor Chassis Component,0.3,130,39.0,Y,no,no,2,VA405,
VA,Vacuum?,Replace Bag and/or Filter,0.2,130,26.0,Y,no,no,2,VA406,
VA,Vacuum?,Replace Belt,0.35,130,45.5,Y,no,no,2,VA407,
VA,Vacuum?,Replace Blower Assembly,0.8,130,104.0,Y,no,no,2,VA408,
VA,Vacuum?,Replace Hose,0.35,130,45.5,Y,no,no,2,VA409,
VA,Vacuum?,Replace Motor,0.8,130,104.0,Y,no,no,2,VA410,
VA,Vacuum?,Replace Roller Brush Assembly,0.35,130,45.5,Y,no,no,2,VA411,
VA,Vacuum?,Replace Switch/Switch Assembly,0.5,130,65.0,Y,no,no,2,VA412,
VA,Vacuum?,Replace Thermal Limiter/Fuse Assembly,0.5,130,65.0,Y,no,no,2,VA413,
VA,Vacuum?,Replace Wiring Harness,0.8,130,104.0,Y,no,no,2,VA414,
VH,Vent Hood,Additional Component Replacement,0.5,130,65.0,N,no,no,37,VH600,modifier
VH,Vent Hood,Address Noise Complaint,0.5,130,65.0,N,no,no,37,VH601,
VH,Vent Hood,Blower Motor Replacement (Pro Hood),1.25,130,162.5,N,no,yes,37,VH400,pro
VH,Vent Hood,Blower Motor Replacement (Standard Hood),0.5,130,65.0,N,no,yes,37,VH401,
VH,Vent Hood,Cabinet Component Repair - Major,3,130,390,N,no,no,37,VH602,
VH,Vent Hood,Cabinet Component Repair - Minor,1,130,130,N,no,no,37,VH603,
VH,Vent Hood,Component Replacement/Repair - Major,3,130,390,N,no,no,37,VH604,
VH,Vent Hood,Component Replacement/Repair - Minor,1,130,130,N,no,no,37,VH605,
VH,Vent Hood,Correct Electrical Wiring at Hood Connection,0.75,130,97.5,N,no,no,37,VH402,
VH,Vent Hood,Correct Electrical Wiring at Remote/Inline Blower Connection,1,130,130,N,no,no,37,VH403,
VH,Vent Hood,Cosmetic Part Replacement - Major,0.75,130,97.5,N,no,no,37,VH606,
VH,Vent Hood,Cosmetic Part Replacement - Minor,0.25,130,32.5,N,no,no,37,VH607,
VH,Vent Hood,Difficult Access Fee,0.5,130,65.0,N,no,no,37,VH608,modifier modifier
VH,Vent Hood,Duct Connection Repair/Seal,0.5,130,65.0,N,no,no,37,VH404,
VH,Vent Hood,Electronic Control Replacement,0.75,130,97.5,N,no,yes,37,VH405,
VH,Vent Hood,Filter Cleaning - Baffle/Mesh (Pro Hood),0.5,130,65.0,N,no,no,37,VH406,pro
VH,Vent Hood,Filter Cleaning - Baffle/Mesh (Standard Hood),0.35,130,45.5,N,no,no,37,VH407,
VH,Vent Hood,Filter Replacement - Baffle/Mesh,0.35,130,45.5,N,no,no,37,VH408,
VH,Vent Hood,Level Unit/Adjust Unit,0.5,130,65.0,N,no,no,37,VH609,
VH,Vent Hood,Light Bulb Receptacle Replacement (Pro Hood),0.5,130,65.0,N,no,yes,37,VH409,pro
VH,Vent Hood,Light Bulb Receptacle Replacement (Standard Hood),0.5,130,65.0,N,no,no,37,VH410,
VH,Vent Hood,Light Bulb Replacement,0.25,130,32.5,N,no,no,37,VH411,
VH,Vent Hood,Power Cord/Electrical Conduit Replacement,0.5,130,65.0,N,no,no,37,VH412,
VH,Vent Hood,Problem Could Not Be Reproduced,0.5,130,65.0,N,no,no,37,VH610,
VH,Vent Hood,Repair Burnt Wire(s) or Loose Connection(s),0.75,130,97.5,N,no,no,37,VH611,
VH,Vent Hood,Reset Home Circuit Breaker,0.25,130,32.5,N,no,no,36,VH612,
VH,Vent Hood,Switch Replacement - Light/Fan,0.75,130,97.5,N,no,yes,37,VH413,
WA,Washer,Additional Component Replacement,0.5,130,65.0,Y,no,no,14,WA600,modifier
WA,Washer,Address Noise Complaint,0.5,130,65.0,Y,no,no,14,WA601,
WA,Washer,Belt(s) Replacement,0.75,130,97.5,Y,no,no,14,WA400,
WA,Washer,Cabinet Component Repair - Major,3,130,390,Y,no,no,14,WA602,
WA,Washer,Cabinet Component Repair - Minor,1,130,130,Y,no,no,14,WA603,
WA,Washer,Component Replacement/Repair - Major,3,130,390,Y,no,no,14,WA604,
WA,Washer,Component Replacement/Repair - Minor,1,130,130,Y,no,no,14,WA605,
WA,Washer,Cosmetic Part Replacement - Major,0.75,130,97.5,Y,no,no,14,WA606,
WA,Washer,Cosmetic Part Replacement - Minor,0.25,130,32.5,Y,no,no,14,WA607,
WA,Washer,Detergent Dispenser Replacement,0.75,130,97.5,Y,no,no,14,WA401,
WA,Washer,Difficult Access Fee,0.5,130,65.0,Y,no,no,14,WA608,modifier modifier
WA,Washer,Door Assembly Replacement,1,130,130,Y,no,no,14,WA402,
WA,Washer,Door/Lid Switch Assembly Replacement,0.5,130,65.0,Y,no,no,14,WA403,
WA,Washer,Drive Motor Replacement,1.25,130,162.5,Y,no,no,14,WA404,
WA,Washer,Electronic Control/Timer/Pad Replacement,1,130,130,Y,no,no,14,WA405,
WA,Washer,Gasket Replacement (Bellows or Regular),1.5,130,195.0,Y,no,no,14,WA406,
WA,Washer,Heating Element Replacement,1.5,130,195.0,Y,no,no,14,WA407,
WA,Washer,Hose(s) or Clamp(s) Replacement,0.5,130,65.0,Y,no,no,14,WA408,
WA,Washer,Inner/Outer Tub/Bearing Replacement -Front Load Washer,3,130,390,Y,no,no,14,WA409,
WA,Washer,Inner/Outer Tub/Bearing Replacement -Top Load Washer,2.5,130,325.0,Y,no,no,14,WA410,
WA,Washer,Interference Suppressor Replacement,0.5,130,65.0,Y,no,no,14,WA411,
WA,Washer,Level Unit/Adjust Unit,0.5,130,65.0,Y,no,no,14,WA609,
WA,Washer,Light Bulb Replacement,0.5,130,65.0,Y,no,no,14,WA412,
WA,Washer,Motor Coupling/Link Replacement,0.5,130,65.0,Y,no,no,14,WA413,
WA,Washer,Power Cord/Electrical Conduit Replacement,0.5,130,65.0,Y,no,no,14,WA414,
WA,Washer,Problem Could Not Be Reproduced,0.5,130,65.0,Y,no,no,14,WA610,
WA,Washer,Pump/Pump Motor Replacement,1,130,130,Y,no,no,14,WA415,
WA,Washer,Remove Debris From Pin Trap,0.5,130,65.0,Y,no,no,14,WA416,
WA,Washer,Repair Burnt Wire(s) or Loose Connection(s),0.75,130,97.5,Y,no,no,14,WA611,
WA,Washer,Replace Leveling Legs/Wheels- Built-in Under Counter or Stacked,1,130,130,Y,no,no,14,WA417,built-in
WA,Washer,Replace Leveling Legs/Wheels- Freestanding (non built-in and not stacked),0.5,130,65.0,Y,no,no,14,WA418,built-in
WA,Washer,Reset Home Circuit Breaker,0.25,130,32.5,Y,no,no,14,WA612,
WA,Washer,Stacked and/or Built-in Access Fee - Additional fee in order to obtain appropriate access to service unit.,0.35,130,45.5,Y,no,no,14,WA613,built-in modifier modifier
WA,Washer,Suspension Component(s) Replacement,1.25,130,162.5,Y,no,no,14,WA419,
WA,Washer,Transmission/Clutch Assembly Replacement,2.5,130,325.0,Y,no,no,14,WA420,
WA,Washer,WLAN WIFI Card Replacement,0.25,130,32.5,Y,no,no,14,WA422,
WA,Washer,Water Valve Replacement,0.75,130,97.5,Y,no,no,14,WA421,
WD,Warming Drawer,Additional Component Replacement,0.5,130,65.0,N,no,no,14,WD600,modifier
WD,Warming Drawer,Address Noise Complaint,0.5,130,65.0,N,no,no,14,WD601,
WD,Warming Drawer,Cabinet Component Repair - Major,3,130,390,N,no,no,14,WD602,
WD,Warming Drawer,Cabinet Component Repair - Minor,1,130,130,N,no,no,14,WD603,
WD,Warming Drawer,Component Replacement/Repair - Major,3,130,390,N,no,no,14,WD604,
WD,Warming Drawer,Component Replacement/Repair - Minor,1,130,130,N,no,no,14,WD605,
WD,Warming Drawer,Convection Element Replacement,1,130,130,N,no,no,14,WD400,
WD,Warming Drawer,Convection Fan Motor/Blade Replacement,1,130,130,N,no,no,14,WD401,
WD,Warming Drawer,Cooling Fan Motor/Blade Replacement,1,130,130,N,no,no,14,WD402,
WD,Warming Drawer,Cosmetic Part Replacement - Major,0.75,130,97.5,N,no,no,14,WD606,
WD,Warming Drawer,Cosmetic Part Replacement - Minor,0.25,130,32.5,N,no,no,14,WD607,
WD,Warming Drawer,Difficult Access Fee,0.5,130,65.0,N,no,no,14,WD608,modifier modifier
WD,Warming Drawer,Drawer Panel Alignment/Adjustment,0.5,130,65.0,N,no,no,14,WD403,
WD,Warming Drawer,Drawer Rail Component(s) Replacement,0.75,130,97.5,N,no,no,14,WD404,
WD,Warming Drawer,Electronic Control/Module Replacement,1,130,130,N,no,no,14,WD405,
WD,Warming Drawer,HI-Limit Thermal Cutout Replacement,1,130,130,N,no,no,14,WD407,
WD,Warming Drawer,Heat Element Replacement,1,130,130,N,no,no,14,WD406,
WD,Warming Drawer,Level Unit/Adjust Unit,0.5,130,65.0,N,no,no,14,WD609,
WD,Warming Drawer,Light Bulb Replacement,0.25,130,32.5,N,no,no,14,WD408,
WD,Warming Drawer,Power Cord/Electrical Conduit Replacement,0.5,130,65.0,N,no,no,14,WD409,
WD,Warming Drawer,Problem Could Not Be Reproduced,0.5,130,65.0,N,no,no,14,WD610,
WD,Warming Drawer,Repair Burnt Wire(s) or Loose Connection(s),0.75,130,97.5,N,no,no,14,WD611,
WD,Warming Drawer,Reset Home Circuit Breaker,0.25,130,32.5,N,no,no,14,WD612,
